itemId,title,productId_type,productId_value,conditionDisplayName,conditionId,categoryId,categoryName,startTime,endTime,postalCode,country,listingType,bidCount,buyItNowAvailable,bestOfferEnabled,topRatedListing,gift,paymentMethod,expeditedShipping,shippingType,isShippingFree,returnsAccepted,sellingState,value
282011591659,"MACBOOK PRO13"" Early 2013,  500 gb SATA DISK, 2.6 Ghz Core i5, 4GB Ram",NA,NA,Used,3000,111422,Apple Laptops,2016-04-20T12:53:28.000Z,2016-04-20T12:54:11.000Z,33161,US,Auction,0.0,False,False,False,False,PayPal,False,Flat,False,True,EndedWithoutSales,550.0
282011590291,"Apple MacBook Pro A1286  15"" i7 2.2GHz 8GB  500GB HD 10.10 Yosemite OS",NA,NA,Used,3000,111422,Apple Laptops,2016-04-20T12:51:42.000Z,2016-04-20T16:20:58.000Z,48393,US,FixedPrice,NA,False,True,False,False,PayPal,False,Calculated,False,True,EndedWithSales,400.0
262396586077,"13.3"" MacBook Air Early 2015, MJVE2LL/A, 1.6GHZ i5-5250U, 256GB SSD, 4GB #Air2",NA,NA,Used,3000,111422,Apple Laptops,2016-04-20T12:47:14.000Z,2016-04-26T02:26:58.000Z,44107,US,FixedPrice,NA,False,False,False,False,PayPal,True,FlatDomesticCalculatedInternational,False,False,EndedWithSales,759.99
262396576339,"MacBook Pro 15"" Mid 2012 - 2.3 GHz  Core i 7 - 8 GB RAM - 256 GB SSD - Retina",NA,NA,Used,3000,111422,Apple Laptops,2016-04-20T12:41:09.000Z,2016-04-20T16:50:35.000Z,22033,US,FixedPrice,NA,False,True,False,False,PayPal,True,Calculated,False,False,EndedWithSales,889.0
111974857897,"13"" Apple MacBook Pro i7 Processor (mid 2012) 512GB solid State Drive, 8GB RAM",NA,NA,Used,3000,111422,Apple Laptops,2016-04-20T12:38:46.000Z,2016-04-27T12:38:46.000Z,02155,US,Auction,1.0,False,False,False,False,PayPal,True,Calculated,False,False,EndedWithSales,769.0
111974857708,"Apple MacBook Pro Retina 15.4"" i7 2.5GHz/1TB SSD/16GB MJLT2LL/A MID 2015!",NA,NA,Used,3000,111422,Apple Laptops,2016-04-20T12:38:19.000Z,2016-04-27T12:38:19.000Z,02155,US,Auction,1.0,False,False,False,False,PayPal,True,Calculated,False,False,EndedWithSales,2200.0
172174250681,Apple MacBook Pro Early 2013 Model.  Mint Condition!,NA,NA,Used,3000,111422,Apple Laptops,2016-04-20T12:28:34.000Z,2016-04-20T13:04:27.000Z,75230,US,FixedPrice,NA,False,True,False,False,PayPal,False,Calculated,False,False,EndedWithSales,550.0
152061498732,"Apple MacBook Pro MD103LL/A A1286 15"" Core i7@2.30GHz 16GB RAM 500GB HHD",NA,NA,Used,3000,111422,Apple Laptops,2016-04-20T12:14:33.000Z,2016-04-25T22:49:59.000Z,23230,US,FixedPrice,NA,False,False,True,False,PayPal,True,Free,True,True,EndedWithSales,749.99
152061497861,"Apple MacBook Pro MD103LL/A A1286 15"" Core i7@2.30GHz 8GB RAM 500GB HHD",NA,NA,Used,3000,111422,Apple Laptops,2016-04-20T12:14:04.000Z,2016-04-21T15:07:03.000Z,23230,US,FixedPrice,NA,False,False,True,False,PayPal,True,Free,True,True,EndedWithSales,649.99
272218238678,"2011 Apple MacBook Pro 17"" 2.4GHz i7 6GB RAM 500GB HD Battery Under 200 Count",ReferenceID,108796152.0,Used,3000,111422,Apple Laptops,2016-04-20T11:41:10.000Z,2016-04-20T17:07:52.000Z,92203,US,FixedPrice,NA,False,False,False,False,PayPal,True,FlatDomesticCalculatedInternational,False,False,EndedWithSales,895.0
262396499904,"Apple MacBook Pro A1286  15"" Core 2 Duo 2.4GHz  8GB 250 GB HD OS 10.10",NA,NA,Used,3000,111422,Apple Laptops,2016-04-20T11:30:23.000Z,2016-04-20T12:34:42.000Z,48393,US,FixedPrice,NA,False,True,False,False,PayPal,False,Calculated,False,True,EndedWithSales,150.0
111974791660,"Apple 15"" Macbook Pro 2.4 GHz 2GB Ram A1226",NA,NA,Used,3000,111422,Apple Laptops,2016-04-20T11:24:46.000Z,2016-04-22T14:50:27.000Z,19020,US,FixedPrice,NA,False,False,False,False,PayPal,True,Free,True,False,EndedWithSales,249.99
222092471408,APPLE MACBOOK PRO 17 2.3GHZ QUAD CORE I7 16GB 2TB 2000GB GLOSSY TURBO BOOST 3.4,ReferenceID,99740890.0,Used,3000,111422,Apple Laptops,2016-04-20T11:21:56.000Z,2016-04-30T11:21:56.000Z,NA,US,FixedPrice,NA,False,False,False,False,PayPal,True,FlatDomesticCalculatedInternational,False,False,EndedWithoutSales,1399.99
