productId_type,productId_value,conditionDisplayName,conditionId,country,listingType,buyItNowAvailable,bestOfferEnabled,paymentMethod,expeditedShipping,shippingType,isShippingFree,returnsAccepted,feedbackRatingStar,feedbackScore,positiveFeedbackPercent,topRatedSeller,value,sellingState,endHour,endWeekday
0,76,5,4,41,0,0,0,0,1,0,0,0,0,86,100.0,0,0.0,0,16,6
0,195,5,4,41,0,0,0,0,1,3,0,0,3,712,100.0,0,0.0,0,16,6
1,205,5,4,4,1,0,1,0,0,2,0,0,3,823,100.0,0,500.0,1,16,6
1,205,0,5,4,1,0,1,0,0,2,0,0,3,823,100.0,0,150.0,1,16,6
1,205,5,4,41,0,0,0,0,1,4,1,0,3,520,100.0,0,0.0,0,16,6
1,205,2,0,41,1,0,0,0,0,4,1,0,0,55,100.0,0,1149.5,0,16,6
0,113,0,5,41,0,0,0,0,1,0,0,0,0,84,100.0,0,0.0,1,16,6
0,84,5,4,41,0,0,0,0,1,0,0,0,7,123,85.7,0,0.0,0,16,6
1,205,5,4,41,1,0,1,0,1,3,0,1,3,835,100.0,1,385.0,0,16,6
1,205,5,4,41,0,0,0,0,0,2,0,1,7,359,99.7,1,0.0,0,16,6
0,42,5,4,41,0,0,0,0,0,2,0,0,9,16,100.0,0,0.0,0,15,6
1,205,0,5,41,1,0,1,0,1,0,0,0,9,33,100.0,0,299.0,1,15,6
0,13,5,4,41,0,0,0,0,1,4,1,0,9,14,100.0,0,0.0,0,15,6
1,205,5,4,41,0,0,0,0,0,4,1,0,9,25,100.0,0,0.0,0,15,6
1,205,5,4,41,0,0,0,0,1,2,0,0,0,78,100.0,0,0.0,1,15,6
1,205,5,4,41,1,0,1,0,0,2,0,0,3,906,100.0,0,399.99,1,15,6
0,24,0,5,41,0,0,0,0,0,4,1,1,5,1012,99.6,0,0.0,0,15,6
0,98,2,0,41,0,0,0,0,1,4,1,0,9,35,100.0,0,0.0,0,15,6
0,187,5,4,41,1,0,1,0,0,4,1,0,0,53,100.0,0,500.0,1,15,6
1,205,5,4,41,0,1,0,0,1,4,1,1,7,309,100.0,0,0.0,1,15,6
1,205,5,4,41,1,0,0,0,1,3,0,1,10,10175,99.9,1,929.95,0,15,6
0,98,2,0,41,1,0,0,0,1,4,1,0,7,295,100.0,0,1298.98,0,15,6
0,101,2,0,41,1,0,0,0,1,0,0,0,3,834,100.0,0,1045.0,0,15,6
0,159,5,4,41,1,0,0,0,0,4,1,1,10,11073,100.0,0,1599.0,1,15,6
0,195,5,4,41,1,0,0,0,0,3,0,1,1,6265,98.9,1,285.0,0,15,6
1,205,5,4,41,1,0,0,0,0,3,0,1,3,867,98.8,0,474.65,1,15,6
1,205,5,4,41,1,0,0,0,0,3,0,1,7,210,98.0,1,479.0,0,15,6
0,149,5,4,41,0,0,0,0,1,3,0,0,7,353,100.0,0,0.0,0,15,6
1,205,5,4,41,0,1,0,0,0,4,1,0,0,88,100.0,0,0.0,1,15,6
0,64,5,4,41,0,0,0,0,0,2,0,0,0,70,100.0,0,0.0,0,15,6
0,98,5,4,41,1,0,0,0,1,3,0,1,5,2982,100.0,1,1249.0,0,15,6
0,59,5,4,41,0,0,0,0,1,2,0,0,2,6,0.0,0,0.0,0,15,6
1,205,0,5,41,0,0,0,0,1,2,0,0,5,3169,100.0,1,0.0,0,15,6
1,205,0,5,41,0,0,0,0,1,2,0,0,5,3169,100.0,1,0.0,0,15,6
1,205,2,0,41,1,0,0,0,1,4,1,0,3,881,95.8,0,4999.99,1,14,6
0,98,4,3,41,1,0,1,0,1,3,0,0,7,319,100.0,0,1115.0,1,14,6
1,205,5,4,41,1,0,1,0,0,2,0,0,3,906,100.0,0,394.99,1,14,6
0,45,5,4,41,0,0,0,0,1,3,0,1,7,299,98.7,1,0.0,0,14,6
0,5,5,4,41,1,0,1,0,1,3,0,1,5,2999,99.3,1,449.95,1,14,6
0,37,5,4,41,1,0,0,0,1,4,1,1,8,41875,99.0,1,695.0,0,14,6
1,205,5,4,41,0,1,0,0,1,0,0,0,9,40,0.0,0,0.0,1,14,6
1,205,5,4,41,1,0,1,0,1,0,0,0,7,102,100.0,0,1650.0,0,14,6
0,132,5,4,41,1,0,1,0,1,4,1,1,7,221,100.0,0,450.0,0,14,6
1,205,5,4,41,1,0,0,0,1,4,1,0,0,78,100.0,0,1199.0,0,14,6
0,101,5,4,41,1,0,1,0,1,4,1,1,7,192,100.0,0,1099.0,1,14,6
1,205,5,4,41,0,0,0,0,1,0,0,0,9,32,100.0,0,0.0,0,14,6
1,205,5,4,41,1,0,0,0,0,2,0,1,9,25,100.0,0,900.0,1,14,6
1,205,5,4,41,0,0,0,0,0,2,0,1,10,11151,100.0,1,0.0,0,14,6
1,205,5,4,41,0,0,0,0,0,2,0,1,10,11151,100.0,1,0.0,0,14,6
1,205,5,4,41,0,0,0,0,0,2,0,1,10,11150,100.0,1,0.0,0,14,6
1,205,3,1,41,1,0,0,0,1,4,1,0,5,1480,100.0,1,1799.0,1,14,6
1,205,5,4,41,0,1,0,0,1,0,0,0,9,47,100.0,0,0.0,1,14,6
0,65,5,4,41,1,0,0,0,1,3,0,1,5,2982,100.0,1,1049.0,0,14,6
0,43,5,4,41,1,0,1,0,1,0,0,0,7,121,75.0,0,630.0,1,14,6
1,205,5,4,41,0,0,0,0,1,0,0,0,9,40,0.0,0,0.0,0,14,6
0,43,3,1,41,0,0,0,0,0,0,0,0,9,19,100.0,0,0.0,0,14,6
1,205,5,4,41,1,0,1,0,1,0,0,0,0,70,100.0,0,225.0,1,14,6
1,205,5,4,41,1,0,1,0,1,3,0,0,5,1209,100.0,0,519.94,1,13,6
1,205,5,4,41,1,0,0,0,1,0,0,0,7,467,100.0,1,499.99,1,13,6
0,84,5,4,41,1,0,1,0,1,0,0,0,0,56,100.0,0,710.0,1,13,6
1,205,5,4,41,1,0,0,0,1,3,0,1,5,3695,100.0,0,425.0,1,13,6
0,98,2,0,41,0,0,0,0,1,0,0,0,7,251,100.0,0,0.0,0,13,6
1,205,5,4,41,0,0,0,0,1,0,0,0,2,0,0.0,0,0.0,0,13,6
1,205,5,4,41,0,1,0,0,0,2,0,0,0,54,100.0,0,0.0,1,13,6
1,205,5,4,41,1,0,0,0,1,4,1,0,7,423,100.0,1,600.0,0,13,6
1,205,5,4,41,1,0,0,0,1,0,0,0,7,217,100.0,1,1499.0,1,13,6
0,167,4,3,41,1,0,1,0,1,2,0,0,5,1797,100.0,0,399.99,1,13,6
1,205,5,4,41,1,0,0,0,1,3,0,0,7,158,100.0,1,880.0,0,13,6
0,43,2,0,41,1,0,0,0,1,4,1,1,3,739,99.7,1,944.0,1,13,6
0,149,3,1,41,1,0,0,0,0,4,1,0,7,264,100.0,0,1299.99,0,13,6
1,205,5,4,41,0,0,0,0,1,0,0,0,2,5,100.0,0,0.0,0,12,6
1,205,5,4,41,1,0,1,0,0,4,1,0,7,109,100.0,0,700.0,0,12,6
0,11,5,4,41,1,0,0,0,1,4,1,1,8,28518,99.9,1,519.0,1,12,6
0,170,5,4,41,1,0,1,0,0,3,0,0,7,485,99.3,0,230.0,0,12,6
1,205,5,4,41,1,0,0,0,0,3,0,0,7,128,100.0,0,400.0,1,12,6
0,96,5,4,41,1,0,0,0,1,4,1,1,8,28518,99.9,1,599.0,1,12,6
1,205,5,4,41,1,0,0,0,1,3,0,1,7,171,100.0,0,1150.0,0,12,6
1,205,5,4,41,1,0,1,0,1,4,1,0,2,4,100.0,0,500.0,0,12,6
1,205,5,4,41,1,0,0,0,0,2,0,1,7,388,100.0,0,619.99,1,12,6
0,163,5,4,41,1,0,1,0,0,2,0,0,2,9,100.0,0,1400.0,0,11,6
1,205,5,4,41,0,0,0,0,1,2,0,0,0,84,100.0,0,0.0,1,11,6
0,45,5,4,41,1,0,1,0,1,4,1,1,5,1192,100.0,0,575.0,0,11,6
0,103,5,4,41,0,1,0,0,1,0,0,0,2,9,100.0,0,0.0,1,11,6
0,203,5,4,41,0,0,0,0,1,2,0,0,7,306,98.6,0,0.0,0,11,6
1,205,5,4,41,1,0,1,0,1,2,0,1,9,31,100.0,0,649.0,1,11,6
1,205,2,0,41,1,0,0,0,1,2,0,1,3,763,100.0,0,2897.47,1,11,6
1,205,5,4,41,1,0,1,0,1,2,0,1,9,31,100.0,0,800.0,1,11,6
0,103,3,1,41,0,0,0,0,1,0,0,0,0,50,100.0,0,0.0,0,10,6
1,205,4,3,41,1,0,1,0,1,3,0,1,3,672,100.0,0,1929.24,1,10,6
0,189,0,5,41,0,0,0,0,0,2,0,0,0,57,100.0,0,0.0,0,10,6
0,45,2,0,41,1,0,0,0,1,3,0,1,5,2980,100.0,1,1449.0,1,9,6
0,103,5,4,41,0,0,0,0,0,3,0,0,0,68,100.0,0,0.0,1,9,6
1,205,4,3,41,0,0,0,0,1,0,0,0,7,439,99.2,0,0.0,0,9,6
1,205,0,5,41,1,0,1,0,1,4,1,0,7,424,99.0,0,260.0,0,9,6
1,205,0,5,41,1,0,0,0,0,2,0,0,7,138,100.0,0,224.99,0,9,6
1,205,0,5,41,1,0,0,0,0,3,0,0,1,5595,100.0,1,195.0,0,9,6
0,83,5,4,41,1,0,0,0,1,3,0,1,1,7280,99.2,1,799.0,0,9,6
1,205,5,4,41,1,0,0,0,0,4,1,0,9,22,100.0,0,600.0,0,8,6
0,45,2,0,41,1,0,0,0,1,3,0,1,5,2980,100.0,1,1049.0,1,8,6
1,205,5,4,41,1,0,0,0,1,3,0,0,7,427,100.0,0,549.99,0,8,6
1,205,0,5,41,1,0,0,0,0,4,1,0,9,11,100.0,0,400.0,0,8,6
0,30,5,4,41,0,0,0,0,1,3,0,0,7,163,98.6,0,0.0,0,8,6
0,90,5,4,41,1,0,0,0,1,4,1,0,9,30,100.0,0,840.0,0,7,6
1,205,5,4,41,0,0,0,0,1,2,0,0,0,64,100.0,0,0.0,1,7,6
0,100,2,0,41,1,0,1,0,0,0,0,1,5,2446,100.0,1,1885.0,0,7,6
0,45,2,0,41,1,0,0,0,1,3,0,1,5,2980,100.0,1,1049.0,1,7,6
1,205,5,4,41,1,0,1,0,0,0,0,1,0,88,97.7,0,425.0,0,7,6
1,205,5,4,41,1,0,1,0,0,0,0,0,2,6,100.0,0,1149.0,1,7,6
0,11,5,4,41,1,0,1,0,1,2,0,0,7,315,100.0,1,499.95,0,7,6
1,205,5,4,41,1,0,0,0,1,4,1,0,0,66,100.0,0,670.0,1,7,6
1,205,5,4,41,1,0,1,0,1,0,0,0,2,3,100.0,0,150.0,0,6,6
1,205,5,4,41,0,0,0,0,1,0,0,0,9,14,100.0,0,0.0,0,6,6
1,205,2,0,41,0,0,0,0,1,4,1,0,9,29,100.0,0,0.0,0,6,6
0,45,2,0,41,1,0,0,0,1,3,0,1,5,2112,100.0,1,1481.99,1,6,6
0,201,5,4,41,1,0,1,0,0,2,0,0,7,263,99.1,0,735.0,0,6,6
1,205,2,0,41,1,0,0,0,0,4,1,0,7,345,100.0,0,1749.88,0,6,6
1,205,5,4,41,0,0,0,0,0,2,0,1,2,0,0.0,0,0.0,0,6,6
1,205,0,5,41,0,0,0,0,1,0,0,0,7,260,100.0,0,0.0,0,5,6
1,205,5,4,41,1,0,1,0,1,3,0,1,9,34,100.0,0,931.0,1,5,6
1,205,5,4,41,0,1,0,0,1,0,0,0,3,501,100.0,0,0.0,1,5,6
1,205,5,4,41,1,0,1,0,1,0,0,0,2,3,100.0,0,470.0,0,5,6
1,205,5,4,41,1,0,1,0,1,3,0,1,7,209,100.0,0,1304.1,1,5,6
1,205,5,4,41,1,0,0,0,1,2,0,0,5,1033,100.0,1,1650.0,1,5,6
0,204,0,5,41,1,0,0,0,1,3,0,0,0,53,100.0,0,225.0,0,5,6
0,195,5,4,41,1,0,1,0,0,2,0,1,7,126,100.0,0,300.0,0,5,6
0,43,5,4,41,1,0,1,0,0,2,0,1,8,26248,99.7,1,445.46,0,5,6
1,205,5,4,41,0,0,0,0,1,0,0,1,2,6,100.0,0,0.0,0,5,6
0,203,5,4,41,0,0,0,0,1,0,0,0,2,1,100.0,0,0.0,0,4,6
1,205,4,3,41,1,0,0,0,0,2,0,1,7,201,100.0,0,389.0,1,4,6
0,203,4,3,41,1,0,0,0,0,2,0,1,3,951,100.0,1,750.0,1,4,6
1,205,5,4,41,0,0,0,0,1,0,0,0,9,20,100.0,0,0.0,1,4,6
1,205,5,4,41,1,0,0,0,1,3,0,1,1,7284,99.2,1,1715.5,0,4,6
0,103,5,4,41,0,0,0,0,1,4,1,1,9,20,100.0,0,0.0,0,4,6
0,103,5,4,41,0,0,0,0,1,4,1,1,9,20,100.0,0,0.0,0,4,6
0,103,5,4,41,0,0,0,0,1,4,1,1,9,20,100.0,0,0.0,0,4,6
0,103,5,4,41,0,0,0,0,1,4,1,1,9,20,100.0,0,0.0,0,4,6
0,101,5,4,41,0,0,0,0,0,3,0,0,0,92,100.0,0,0.0,0,4,6
1,205,5,4,41,0,0,0,0,0,4,1,1,3,686,100.0,1,0.0,1,4,6
1,205,5,4,41,0,0,0,0,0,0,0,0,2,6,100.0,0,0.0,0,4,6
0,200,5,4,41,0,0,0,0,0,4,1,1,3,686,100.0,1,0.0,1,4,6
0,45,5,4,41,0,0,0,0,0,4,1,1,3,686,100.0,1,0.0,1,4,6
1,205,5,4,41,0,0,0,0,0,4,1,1,3,686,100.0,1,0.0,1,4,6
1,205,5,4,41,0,1,0,0,0,3,0,0,7,182,85.7,0,0.0,1,4,6
0,86,5,4,41,0,0,0,0,1,4,1,1,3,686,100.0,1,0.0,1,4,6
1,205,5,4,41,0,0,0,0,0,4,1,1,3,686,100.0,1,0.0,1,4,6
1,205,4,3,41,1,0,0,0,1,4,1,1,8,45507,99.7,1,1429.97,1,4,6
1,205,3,1,41,1,0,0,0,1,3,0,1,10,10173,99.9,1,1599.95,0,4,6
1,205,5,4,41,0,0,0,0,0,4,1,1,7,174,97.2,0,0.0,0,4,6
1,205,5,4,41,0,0,0,0,1,0,0,0,9,10,0.0,0,0.0,0,4,6
1,205,5,4,41,0,0,0,0,0,3,0,0,7,187,94.6,0,0.0,0,4,6
1,205,5,4,41,1,0,1,0,1,0,0,0,7,260,97.4,0,439.99,1,4,6
0,101,5,4,41,0,0,0,0,1,4,1,0,7,105,100.0,0,0.0,1,4,6
0,195,5,4,41,0,0,0,0,0,3,0,0,7,112,100.0,0,0.0,0,4,6
1,205,0,5,4,0,0,0,0,0,2,0,1,0,67,100.0,0,0.0,0,4,6
0,11,5,4,41,0,0,0,0,1,3,0,0,5,1131,100.0,1,0.0,0,4,6
1,205,0,5,41,0,0,0,0,1,4,1,0,7,174,100.0,0,0.0,0,4,6
1,205,0,5,41,0,0,0,0,0,0,0,1,0,55,100.0,0,0.0,0,3,6
1,205,5,4,41,0,0,0,0,1,0,0,0,7,135,100.0,0,0.0,0,3,6
0,67,4,3,41,1,0,1,0,1,4,1,1,10,20358,99.2,1,1375.0,1,3,6
1,205,0,5,41,1,0,0,0,0,0,0,0,10,12820,99.1,1,199.99,1,3,6
1,205,5,4,41,1,0,0,0,0,4,1,0,7,179,100.0,0,1299.0,0,3,6
0,43,5,4,41,0,0,0,0,1,0,0,0,9,15,100.0,0,0.0,0,3,6
1,205,5,4,41,1,0,0,0,0,0,0,0,10,12820,99.1,1,249.99,1,3,6
1,205,0,5,41,1,0,0,0,0,0,0,0,10,12820,99.1,1,199.99,1,3,6
1,205,2,0,41,0,0,0,0,1,4,1,1,9,25,100.0,0,0.0,0,3,6
0,198,5,4,41,1,0,0,0,1,4,1,1,8,37219,99.2,1,909.99,1,3,6
0,170,0,5,41,0,0,0,0,1,2,0,1,7,333,99.0,0,0.0,0,3,6
0,30,0,5,41,0,0,0,0,1,3,0,0,0,85,98.6,0,0.0,0,3,6
0,67,5,4,41,1,0,0,0,1,0,0,0,7,413,99.3,0,1347.89,1,3,6
1,205,5,4,41,1,0,1,0,0,4,1,0,2,0,0.0,0,400.0,0,3,6
0,132,5,4,41,0,0,0,0,0,3,0,1,7,174,100.0,1,0.0,0,3,6
1,205,5,4,41,1,0,0,0,1,4,1,1,7,367,100.0,0,644.99,0,3,6
0,178,4,3,41,1,0,0,0,1,3,0,0,0,81,99.0,0,230.0,0,3,6
0,149,1,2,41,1,0,0,0,1,4,1,1,8,44387,99.2,1,1528.91,1,3,6
1,205,5,4,41,1,0,0,0,1,4,1,0,7,423,100.0,1,600.0,0,3,6
0,195,5,4,41,1,0,1,0,1,0,0,0,2,2,100.0,0,450.0,1,3,6
1,205,4,3,41,1,0,1,0,1,0,0,0,5,1929,100.0,0,500.0,0,3,6
1,205,4,3,41,0,0,0,0,1,0,0,0,2,0,0.0,0,0.0,0,3,6
0,189,5,4,41,1,0,0,0,0,3,0,1,5,2077,100.0,0,475.0,1,3,6
0,195,5,4,41,0,0,0,0,0,0,0,0,7,141,100.0,0,0.0,0,3,6
1,205,5,4,41,0,0,0,0,1,2,0,0,0,90,98.9,0,0.0,1,3,6
0,190,5,4,41,1,0,1,0,1,3,0,1,3,684,100.0,1,398.0,1,3,6
0,90,5,4,41,1,0,1,0,1,4,1,0,7,123,100.0,0,750.0,0,3,6
0,83,5,4,41,1,0,0,0,1,0,0,0,0,67,100.0,0,775.0,0,3,6
1,205,2,0,41,1,0,0,0,1,4,1,1,3,729,99.4,0,1955.73,1,3,6
1,205,4,3,41,1,0,1,0,0,4,1,1,5,3579,99.7,1,1415.67,1,3,6
1,205,5,4,41,1,0,0,0,1,3,0,1,5,1296,100.0,1,669.0,0,3,6
1,205,5,4,41,0,0,0,0,1,3,0,0,5,1131,100.0,1,0.0,1,3,6
1,205,0,5,41,0,1,0,0,1,4,1,0,7,249,100.0,0,0.0,1,2,6
1,205,5,4,41,1,0,0,0,1,3,0,0,5,2749,98.9,1,607.99,1,2,6
1,205,5,4,41,1,0,0,0,1,4,1,1,5,2749,98.9,1,698.24,1,2,6
1,205,0,5,41,1,0,0,0,0,4,1,0,5,2749,98.9,1,52.24,1,2,6
1,205,5,4,41,1,0,0,0,1,4,1,1,5,2749,98.9,1,655.49,1,2,6
1,205,0,5,41,1,0,0,0,1,4,1,0,5,2749,98.9,1,375.24,1,2,6
1,205,5,4,41,1,0,0,0,1,4,1,1,5,2749,98.9,1,588.99,1,2,6
1,205,0,5,41,1,0,0,0,1,4,1,0,5,2749,98.9,1,251.74,1,2,6
1,205,5,4,41,1,0,0,0,1,4,1,1,5,2749,98.9,1,493.99,1,2,6
1,205,5,4,41,1,0,0,0,1,4,1,1,5,2749,98.9,1,584.24,1,2,6
1,205,5,4,41,1,0,0,0,1,4,1,1,5,2749,98.9,1,90.24,1,2,6
1,205,5,4,41,0,0,0,0,1,0,0,0,9,13,100.0,0,0.0,0,2,6
1,205,0,5,41,1,0,1,0,0,3,0,0,7,215,100.0,0,38.0,0,2,6
1,205,5,4,41,1,0,0,0,1,2,0,1,10,22613,99.8,1,529.99,1,2,6
0,11,5,4,41,0,0,0,0,1,0,0,1,7,303,100.0,0,0.0,1,2,6
0,78,5,4,41,1,0,1,0,0,2,0,0,5,1705,100.0,0,525.0,0,2,6
1,205,5,4,41,0,0,0,0,1,4,1,1,7,153,100.0,0,0.0,0,2,6
1,205,5,4,41,1,0,0,0,0,2,0,1,7,399,99.6,1,275.0,1,2,6
1,205,5,4,41,1,0,0,0,0,2,0,1,7,399,99.6,1,275.0,1,2,6
0,20,0,5,41,1,0,1,0,0,4,1,0,5,3665,99.4,1,78.0,1,2,6
0,185,5,4,41,1,0,0,0,1,3,0,1,5,1446,100.0,1,639.99,1,2,6
1,205,1,2,41,0,0,0,0,0,3,0,1,7,364,99.3,0,0.0,1,2,6
1,205,5,4,41,1,0,1,0,1,0,0,0,7,288,98.9,0,400.0,1,2,6
0,86,5,4,41,0,0,0,0,1,4,1,0,7,170,99.4,1,0.0,0,2,6
1,205,1,2,41,0,0,0,0,0,3,0,1,7,364,99.3,0,0.0,1,2,6
1,205,5,4,41,1,0,0,0,1,0,0,0,7,288,98.9,0,400.0,1,2,6
0,86,5,4,41,0,0,0,0,0,0,0,0,7,252,100.0,0,0.0,0,2,6
1,205,5,4,41,1,0,0,0,1,3,0,1,5,2112,100.0,1,1599.79,1,2,6
1,205,1,2,41,0,0,0,0,0,3,0,1,7,364,99.3,0,0.0,1,2,6
1,205,5,4,41,0,1,0,0,1,0,0,0,2,1,100.0,0,0.0,1,2,6
0,33,5,4,41,0,1,0,0,1,3,0,0,9,41,96.0,0,0.0,1,2,6
1,205,5,4,41,1,0,0,0,1,3,0,1,5,2112,100.0,1,1590.85,0,2,6
1,205,1,2,41,0,0,0,0,0,3,0,1,7,364,99.3,0,0.0,1,2,6
1,205,0,5,4,1,0,1,0,0,2,0,0,5,1700,99.7,0,245.0,0,2,6
1,205,5,4,41,1,0,1,0,0,0,0,1,0,88,97.7,0,440.0,0,2,6
1,205,1,2,41,0,0,0,0,0,3,0,1,7,364,99.3,0,0.0,1,2,6
1,205,1,2,41,0,0,0,0,0,3,0,1,7,364,99.3,0,0.0,1,2,6
0,103,2,0,41,1,0,1,0,1,0,0,0,0,50,90.9,0,2290.0,1,2,6
1,205,0,5,41,1,0,1,0,0,2,0,0,7,144,100.0,0,82.99,1,2,6
1,205,2,0,41,1,0,0,0,1,2,0,1,3,763,100.0,0,3868.22,1,2,6
0,45,2,0,41,1,0,0,0,1,2,0,1,3,763,100.0,0,2486.73,1,2,6
1,205,1,2,41,0,0,0,0,0,2,0,1,7,364,99.3,0,0.0,1,2,6
0,94,5,4,41,0,0,0,0,1,0,0,0,9,11,0.0,0,0.0,0,2,6
1,205,1,2,41,0,0,0,0,0,3,0,1,7,364,99.3,0,0.0,1,2,6
1,205,5,4,41,1,0,0,0,1,3,0,1,1,7274,99.2,1,494.44,0,2,6
1,205,1,2,41,0,0,0,0,0,3,0,1,7,364,99.3,0,0.0,1,2,6
0,94,5,4,41,0,0,0,0,1,4,1,0,7,170,99.4,1,0.0,0,2,6
1,205,1,2,41,0,0,0,0,0,3,0,1,7,364,99.3,0,0.0,1,2,6
1,205,1,2,41,0,0,0,0,0,3,0,1,7,364,99.3,0,0.0,1,2,6
1,205,5,4,41,1,0,1,0,1,2,0,0,7,250,100.0,0,735.0,0,2,6
1,205,1,2,41,0,0,0,5,1,3,0,0,7,448,100.0,0,0.0,0,2,6
1,205,5,4,41,1,0,0,0,1,3,0,1,7,171,100.0,0,715.0,0,2,6
1,205,1,2,41,0,0,0,0,0,3,0,1,7,364,99.3,0,0.0,1,2,6
1,205,5,4,41,0,0,0,0,0,2,0,0,7,103,100.0,0,0.0,0,2,6
1,205,1,2,41,0,0,0,0,0,3,0,1,7,364,99.3,0,0.0,1,2,6
1,205,5,4,41,1,0,0,0,1,3,0,1,5,2112,100.0,1,1351.48,1,2,6
0,85,5,4,41,1,0,0,0,1,3,0,1,5,2980,100.0,1,1281.55,0,2,6
0,14,5,4,41,1,0,0,0,1,0,0,0,3,502,100.0,0,465.0,0,2,6
1,205,1,2,41,0,0,0,0,0,3,0,1,7,364,99.3,0,0.0,1,2,6
0,78,5,4,41,0,1,0,0,0,2,0,0,5,1705,100.0,0,0.0,1,2,6
0,30,5,4,41,1,0,0,0,0,3,0,1,1,6263,98.9,1,419.0,0,2,6
1,205,1,2,41,0,0,0,0,0,3,0,1,7,364,99.3,0,0.0,1,2,6
1,205,0,5,41,0,0,0,0,1,4,1,0,0,72,0.0,0,0.0,0,2,6
0,43,2,0,41,0,0,0,0,1,0,0,0,9,25,100.0,0,0.0,0,2,6
0,90,5,4,41,0,0,0,0,0,4,1,1,5,2347,99.6,0,0.0,0,2,6
0,178,0,5,41,1,0,1,0,1,0,0,0,7,129,100.0,0,59.99,0,2,6
1,205,5,4,41,0,0,0,0,0,2,0,1,7,358,99.7,1,0.0,0,2,6
0,204,5,4,41,0,0,0,0,1,3,0,0,7,410,100.0,0,0.0,0,2,6
1,205,5,4,41,1,0,1,0,0,0,0,0,9,27,95.2,0,849.98,1,2,6
1,205,1,2,41,0,0,0,0,0,3,0,1,7,364,99.3,0,0.0,1,2,6
0,45,5,4,41,0,0,0,0,1,3,0,0,5,1131,100.0,1,0.0,0,2,6
1,205,5,4,41,0,0,0,0,1,0,0,0,2,0,0.0,0,0.0,0,1,6
1,205,0,5,41,1,0,1,0,0,2,0,0,1,5653,99.6,1,80.0,0,1,6
0,98,5,4,41,0,0,0,0,0,4,1,1,0,62,75.0,0,0.0,0,1,6
1,205,4,3,41,1,0,0,0,0,2,0,1,3,951,100.0,1,620.0,1,1,6
0,200,0,5,41,0,0,0,0,1,0,0,0,7,141,100.0,0,0.0,0,1,6
1,205,5,4,41,0,0,0,0,1,0,0,0,9,28,100.0,0,0.0,1,1,6
1,205,4,3,41,1,0,0,0,1,4,1,1,1,6517,99.4,1,609.99,0,1,6
0,195,5,4,41,0,0,0,0,1,2,0,0,7,275,100.0,0,0.0,0,1,6
0,20,0,5,41,1,0,0,0,0,2,0,0,3,787,100.0,1,49.0,0,1,6
1,205,5,4,4,0,0,0,0,0,1,0,1,5,1214,97.1,0,0.0,0,1,6
0,11,5,4,41,0,0,0,0,0,4,1,1,8,31945,99.4,0,0.0,0,1,6
1,205,5,4,4,0,0,0,0,0,1,0,1,5,1214,97.1,0,0.0,0,1,6
0,11,5,4,41,0,0,0,0,0,4,1,1,8,31945,99.4,0,0.0,0,1,6
1,205,5,4,41,1,0,1,0,0,3,0,0,7,312,100.0,0,375.0,0,1,6
1,205,5,4,41,1,0,1,0,1,4,1,0,2,0,0.0,0,199.0,1,1,6
1,205,5,4,41,1,0,1,0,1,0,0,0,9,21,92.3,0,250.0,1,1,6
1,205,5,4,41,0,0,0,0,0,2,0,0,7,283,100.0,0,0.0,0,1,6
0,64,5,4,41,0,0,0,0,1,0,0,0,7,285,100.0,0,0.0,0,1,6
1,205,2,0,41,1,0,1,0,0,3,0,0,2,6,100.0,0,52.99,1,1,6
0,10,5,4,41,0,0,0,0,0,3,0,0,0,62,87.5,0,0.0,0,1,6
0,43,5,4,41,1,0,1,0,1,3,0,1,7,209,100.0,0,540.0,1,1,6
1,205,5,4,41,0,0,0,0,1,0,0,1,7,103,100.0,0,0.0,0,1,6
0,43,3,1,41,1,0,1,0,1,4,1,0,7,216,100.0,0,960.0,1,1,6
1,205,5,4,41,0,0,0,0,1,3,0,0,5,1131,100.0,1,0.0,1,1,6
1,205,5,4,41,0,0,0,0,1,3,0,0,7,261,99.6,0,0.0,0,1,6
1,205,5,4,41,0,0,0,0,0,2,0,1,7,322,100.0,1,0.0,0,1,6
1,205,5,4,41,1,0,1,0,1,3,0,1,9,37,100.0,0,900.0,1,0,6
1,205,5,4,41,1,0,0,0,1,4,1,1,5,2749,98.9,1,712.49,0,0,6
0,14,5,4,41,0,0,0,0,0,4,1,1,8,31945,99.4,0,0.0,0,0,6
0,98,3,1,41,1,0,1,0,1,3,0,0,7,348,100.0,0,1214.99,1,0,6
0,46,5,4,41,0,1,0,0,1,4,1,0,0,51,100.0,0,0.0,1,0,6
1,205,5,4,41,1,0,0,0,1,3,0,1,3,728,99.7,1,1500.0,0,0,6
1,205,3,1,41,1,0,0,0,0,3,0,1,0,75,97.8,0,1295.0,1,0,6
1,205,2,0,41,1,0,0,0,0,4,1,0,3,517,100.0,0,1890.0,0,0,6
1,205,5,4,41,0,0,0,0,1,3,0,0,7,261,99.6,0,0.0,0,0,6
1,205,0,5,41,1,0,1,0,0,3,0,0,7,137,100.0,0,320.0,0,0,6
1,205,0,5,41,1,0,1,0,0,4,1,0,7,130,99.0,0,450.0,1,0,6
0,11,0,5,41,1,0,1,0,0,0,0,0,5,2344,99.4,1,205.0,0,0,6
0,39,5,4,41,0,0,0,0,0,0,0,0,7,111,100.0,0,0.0,0,0,6
