itemId,title,productId_type,productId_value,conditionDisplayName,conditionId,categoryId,categoryName,startTime,endTime,postalCode,country,listingType,bidCount,buyItNowAvailable,bestOfferEnabled,gift,paymentMethod,expeditedShipping,shippingType,isShippingFree,returnsAccepted,topRatedListing,feedbackRatingStar,feedbackScore,positiveFeedbackPercent,topRatedSeller,value,sellingState
282020341162,"MacBook Pro 15"" early 2011 2.3 Ghz Intel Core i7 750 GB Storage CD/ DVD Drive",NA,NA,Used,3000,111422,Apple Laptops,2016-04-28T19:09:38.000Z,2016-05-01T19:09:38.000Z,90280,US,Auction,1,False,False,False,PayPal,True,Free,True,True,False,Purple,795,99.5,false,500.0,EndedWithSales
282022254654,Apple MacBook Pro 15 inch,ReferenceID,83704095,Used,3000,111422,Apple Laptops,2016-05-01T01:32:15.000Z,2016-05-01T19:09:18.000Z,21228,US,FixedPrice,NA,False,True,False,PayPal,False,Calculated,False,False,False,None,0,0.0,false,500.0,EndedWithSales
282015977925,"Apple MacBook Pro A1278 13.3"" Laptop (June, 2012) i5 2.5Ghz in Original Box",ReferenceID,133901446,Used,3000,111422,Apple Laptops,2016-04-24T19:04:10.000Z,2016-05-01T19:04:10.000Z,48375,US,Auction,21,False,False,False,PayPal,True,Calculated,False,False,False,Turquoise,186,100.0,false,512.0,EndedWithSales
182114836560,"Apple MacBook Pro 13.3"" Laptop 2015!",ReferenceID,219476966,Used,3000,111422,Apple Laptops,2016-05-01T14:34:06.000Z,2016-05-01T19:02:36.000Z,85323,US,FixedPrice,NA,False,True,False,PayPal,True,Free,True,False,False,None,1,100.0,false,900.0,EndedWithSales
222096804693,"Apple MacBook Pro A1286 15.4"" Laptop (Mid 2010) - Read Description!",NA,NA,Used,3000,111422,Apple Laptops,2016-04-24T19:00:56.000Z,2016-05-01T19:00:56.000Z,92536,US,Auction,10,False,False,False,PayPal,True,Free,True,False,False,Turquoise,217,100.0,false,240.5,EndedWithSales
222095943611,"Apple MacBook Pro A1211  15.4"" Laptop - MA609LL/A (October, 2006)",ReferenceID,98843026,Used,3000,111422,Apple Laptops,2016-04-24T19:00:08.000Z,2016-05-01T19:00:08.000Z,90278,US,Auction,21,False,False,False,PayPal,False,Free,True,True,False,Blue,94,100.0,false,132.5,EndedWithSales
351715089277,"Apple MacBook Pro 7.1 13.3"" Intel Core 2 Duo P8600 2.40GHz 4GB RAM 500GB HDD",NA,NA,Used,3000,111422,Apple Laptops,2016-04-22T17:13:25.000Z,2016-05-01T18:59:03.000Z,55413,US,FixedPrice,NA,False,True,False,PayPal,True,Free,True,True,True,YellowShooting,22848,99.9,true,332.99,EndedWithSales
152066623683,"NEW Apple MacBook Pro with Retina display 13.3"", 2.4Ghz i5, 8GB, 256 SSD, 2013",NA,NA,New,1000,111422,Apple Laptops,2016-04-24T18:56:18.000Z,2016-05-01T18:56:18.000Z,11235,US,Auction,0,True,False,False,PayPal,True,Free,True,True,False,Purple,963,100.0,false,1800.0,EndedWithoutSales
201568147569,"NEW 13"" APPLE MACBOOK PRO 2.9GHz i7 4TB HDD (DUAL 2TB) 4000GB 16GB RAM",NA,NA,New,1000,111422,Apple Laptops,2016-04-24T18:56:06.000Z,2016-05-01T18:56:06.000Z,33301,US,FixedPrice,NA,False,False,False,PayPal,True,Flat,False,True,False,Purple,763,100.0,false,2191.54,EndedWithoutSales
131791772481,"Apple MacBook Pro 15"" (mid 2010) 8GB RAM  320 GB Memory",ReferenceID,82994118,Used,3000,111422,Apple Laptops,2016-04-24T18:56:03.000Z,2016-05-01T18:56:03.000Z,76092,US,Auction,7,False,False,False,PayPal,False,Flat,False,False,False,Yellow,37,100.0,false,374.0,EndedWithSales
111983698487,"Apple Macbook Pro 13"" 2011 2.3 GHz i5 8GB 320GB",NA,NA,Used,3000,111422,Apple Laptops,2016-04-30T18:55:50.000Z,2016-05-01T18:55:50.000Z,02038,US,Auction,2,False,False,False,PayPal,True,Calculated,False,False,False,Yellow,23,100.0,false,405.0,EndedWithSales
272227478504,"Apple MacBook Pro 13"" (Late 2011) Intel Core i5 4GB 2.4GHz - GENTLY USED!",NA,NA,Used,3000,111422,Apple Laptops,2016-04-29T08:09:38.000Z,2016-05-01T18:54:57.000Z,94521,US,Auction,0,True,False,False,PayPal,True,Calculated,False,False,False,None,6,100.0,false,499.0,EndedWithoutSales
222072134461,"Used Apple MacBook Pro 13.3"" Laptop - MD101LL/A (June, 2012)",ReferenceID,115174685,Used,3000,111422,Apple Laptops,2016-04-01T18:53:20.000Z,2016-05-01T18:53:20.000Z,60005,US,FixedPrice,NA,False,True,False,PayPal,True,Calculated,False,False,False,Turquoise,496,100.0,false,1199.99,EndedWithoutSales
282017174933,"Apple MacBook Pro 13"" (Mid 2010) 2.4GHz Intel Core 2 Duo 4GB 250GB *Good*",NA,NA,Used,3000,111422,Apple Laptops,2016-04-25T21:16:06.000Z,2016-05-01T18:51:36.000Z,32701,US,FixedPrice,NA,False,False,False,PayPal,True,FlatDomesticCalculatedInternational,False,True,True,Green,7390,99.3,true,366.6,EndedWithSales
182105199014,"Apple MacBook Pro A1278 13.3"" MD102LL/A June 2012 i7 2.9GHz 8GB 750GB MINT!",ReferenceID,115139414,Used,3000,111422,Apple Laptops,2016-04-24T18:50:03.000Z,2016-05-01T18:50:03.000Z,63005,US,Auction,18,False,False,False,PayPal,False,Calculated,False,True,False,Turquoise,481,100.0,false,765.0,EndedWithSales
121973740545,"MACBOOK PRO 13"" 2.4 GHz 4GB 500GB NEW BATT OS X 10.10 YOSEMITE  BUNDLE W/ CASE",ReferenceID,108850048,Used,3000,111422,Apple Laptops,2016-05-01T18:26:30.000Z,2016-05-01T18:47:38.000Z,94520,US,FixedPrice,NA,False,False,False,PayPal,True,Flat,False,True,False,Red,2594,100.0,true,399.0,EndedWithSales
222096966983,MacBook 13 Late 09 Core 2 2.26 8GB RAM 240GB SSD Nvidia 256 Office 16 El Capitan,NA,NA,Seller refurbished,2500,111422,Apple Laptops,2016-04-24T18:33:37.000Z,2016-05-01T18:47:23.000Z,64106,US,FixedPrice,NA,False,True,False,PayPal,True,FlatDomesticCalculatedInternational,False,True,False,Turquoise,377,99.7,false,340.0,EndedWithSales
172188233719,Apple MacBook Pro 13 2012 2.5GHz 4GB RAM NEW 1TB HDD + BUNDLE,ReferenceID,115174685,Manufacturer refurbished,2000,111422,Apple Laptops,2016-05-01T00:29:04.000Z,2016-05-01T18:47:11.000Z,32605,US,FixedPrice,NA,False,True,False,PayPal,True,Free,True,False,False,Turquoise,142,99.0,false,580.0,EndedWithSales
141977518078,"USED Apple MacBook Pro 17"" Laptop - PARTS ONLY Plus Extras",ReferenceID,108849327,For parts or not working,7000,111422,Apple Laptops,2016-05-01T00:53:33.000Z,2016-05-01T18:44:48.000Z,02771,US,Auction,1,True,False,False,PayPal,True,Calculated,False,False,False,Yellow,27,100.0,false,50.0,EndedWithSales
172181394299,"CUSTOM 15"" APPLE MACBOOK PRO LAPTOP~QUAD CORE I7~2.6GHZ~USB 3.0~16GB~2TB HD~!!!!",NA,NA,Used,3000,111422,Apple Laptops,2016-04-26T18:41:17.000Z,2016-05-01T18:41:17.000Z,07621,US,FixedPrice,NA,False,False,False,PayPal,False,FlatDomesticCalculatedInternational,False,True,False,Purple,739,100.0,false,1589.0,EndedWithoutSales
