productId_type,productId_value,conditionDisplayName,conditionId,endTime,country,listingType,buyItNowAvailable,bestOfferEnabled,paymentMethod,expeditedShipping,shippingType,isShippingFree,returnsAccepted,feedbackRatingStar,feedbackScore,positiveFeedbackPercent,topRatedSeller,value,sellingState,endHour,endWeekday
1,205,3,1,2016-05-01T03:07:21.000Z,41,1,0,1,0,0,2,0,0,9,15,100.0,0,725.0,1,3,6
0,113,2,0,2016-05-01T03:06:07.000Z,41,0,0,0,0,1,3,0,0,9,44,100.0,0,0.0,0,3,6
1,205,1,2,2016-05-01T03:05:39.000Z,41,0,0,0,0,0,3,0,1,7,365,99.3,0,0.0,1,3,6
1,205,2,0,2016-05-01T03:03:26.000Z,41,1,0,0,0,1,4,1,1,3,730,99.4,0,3000.73,1,3,6
1,205,2,0,2016-05-01T03:03:24.000Z,41,1,0,0,0,1,4,1,1,3,730,99.4,0,2455.73,1,3,6
1,205,2,0,2016-05-01T03:03:22.000Z,41,1,0,0,0,1,4,1,1,3,730,99.4,0,2955.73,1,3,6
1,205,2,0,2016-05-01T03:03:21.000Z,41,1,0,0,0,1,4,1,1,3,730,99.4,0,1955.73,1,3,6
1,205,2,0,2016-05-01T03:03:21.000Z,41,1,0,0,0,1,4,1,1,3,730,99.4,0,1955.73,1,3,6
1,205,2,0,2016-05-01T03:03:09.000Z,41,1,0,0,0,1,4,1,1,3,730,99.4,0,3010.73,1,3,6
1,205,5,4,2016-05-01T03:02:09.000Z,41,0,0,0,0,0,2,0,1,7,371,99.7,1,0.0,0,3,6
0,164,5,4,2016-05-01T03:00:54.000Z,41,0,0,0,0,1,4,1,0,3,533,100.0,0,0.0,0,3,6
0,45,5,4,2016-05-01T03:00:51.000Z,41,0,0,0,0,1,3,0,0,5,1135,100.0,1,0.0,0,3,6
1,205,5,4,2016-05-01T03:00:47.000Z,41,0,0,0,0,1,0,0,0,9,23,100.0,0,0.0,0,3,6
1,205,2,0,2016-05-01T02:58:17.000Z,41,1,0,0,0,1,4,1,1,3,730,99.4,0,3999.53,1,2,6
1,205,2,0,2016-05-01T02:58:13.000Z,41,1,0,0,0,1,4,1,1,3,730,99.4,0,2010.73,1,2,6
1,205,2,0,2016-05-01T02:58:06.000Z,41,1,0,0,0,1,4,1,1,3,730,99.4,0,2999.53,1,2,6
1,205,2,0,2016-05-01T02:57:59.000Z,41,1,0,0,0,1,4,1,1,3,730,99.4,0,3299.53,1,2,6
1,205,2,0,2016-05-01T02:57:53.000Z,41,1,0,0,0,1,4,1,1,3,730,99.4,0,2710.73,1,2,6
1,205,2,0,2016-05-01T02:57:40.000Z,41,1,0,0,0,1,4,1,1,3,730,99.4,0,2455.73,1,2,6
0,14,0,5,2016-05-01T02:56:40.000Z,41,0,0,0,0,0,2,0,1,7,209,100.0,0,0.0,0,2,6
1,205,1,2,2016-05-01T02:45:51.000Z,41,0,0,0,0,0,3,0,1,7,365,99.3,0,0.0,0,2,6
1,205,5,4,2016-05-01T02:44:32.000Z,41,1,0,1,0,1,2,0,0,9,11,100.0,0,875.0,1,2,6
0,179,5,4,2016-05-01T02:43:38.000Z,41,1,0,1,0,0,3,0,0,9,37,100.0,0,300.0,0,2,6
1,205,2,0,2016-05-01T02:43:02.000Z,41,1,0,0,0,1,4,1,1,3,730,99.4,0,2410.73,1,2,6
0,11,5,4,2016-05-01T02:42:39.000Z,41,1,0,0,0,1,4,1,1,8,42091,99.0,1,534.95,0,2,6
0,24,5,4,2016-05-01T02:42:19.000Z,41,1,0,1,0,0,3,0,1,5,4001,100.0,1,745.0,0,2,6
0,101,3,1,2016-05-01T02:41:49.000Z,41,0,0,0,0,1,0,0,0,0,77,100.0,0,0.0,0,2,6
0,18,5,4,2016-05-01T02:41:35.000Z,41,1,0,0,0,1,4,1,1,3,807,100.0,1,399.0,0,2,6
1,205,5,4,2016-05-01T02:40:57.000Z,41,0,0,0,0,1,0,0,0,2,1,100.0,0,0.0,0,2,6
1,205,5,4,2016-05-01T02:40:44.000Z,41,0,0,0,0,0,2,0,0,2,4,100.0,0,0.0,0,2,6
0,96,5,4,2016-05-01T02:35:26.000Z,41,0,0,0,0,1,0,0,0,9,11,100.0,0,0.0,1,2,6
1,205,5,4,2016-05-01T02:34:14.000Z,41,1,0,0,0,0,3,0,1,3,740,100.0,0,1189.0,1,2,6
1,205,2,0,2016-05-01T02:33:21.000Z,41,1,0,0,0,1,2,0,1,3,763,100.0,0,3868.22,1,2,6
0,45,2,0,2016-05-01T02:33:17.000Z,41,1,0,0,0,1,2,0,1,3,763,100.0,0,2486.73,1,2,6
1,205,0,5,2016-05-01T02:32:14.000Z,41,1,0,0,0,1,3,0,0,7,145,100.0,0,479.99,0,2,6
0,11,5,4,2016-05-01T02:31:57.000Z,41,0,0,0,0,1,4,1,0,2,6,100.0,0,0.0,0,2,6
1,205,5,4,2016-05-01T02:31:52.000Z,41,1,0,0,0,1,3,0,1,3,735,99.7,1,1400.0,0,2,6
1,205,5,4,2016-05-01T02:30:36.000Z,41,0,0,0,0,1,2,0,1,7,334,99.0,0,0.0,0,2,6
0,101,2,0,2016-05-01T02:29:23.000Z,41,1,0,0,0,1,3,0,1,8,28056,99.6,1,1149.99,1,2,6
0,43,5,4,2016-05-01T02:22:21.000Z,41,1,0,1,0,1,0,0,0,2,2,100.0,0,450.0,0,2,6
1,205,1,2,2016-05-01T02:21:52.000Z,41,0,0,0,0,1,0,0,0,9,36,100.0,0,0.0,1,2,6
1,205,5,4,2016-05-01T02:19:39.000Z,41,1,0,1,0,1,4,1,0,7,154,100.0,0,100.0,0,2,6
0,89,5,4,2016-05-01T02:18:16.000Z,41,1,0,0,0,1,3,0,1,5,2988,100.0,1,1349.0,0,2,6
1,205,5,4,2016-05-01T02:17:36.000Z,41,0,0,0,0,1,4,1,0,7,294,100.0,0,0.0,0,2,6
0,103,5,4,2016-05-01T02:17:24.000Z,41,0,0,0,0,1,4,1,0,2,2,100.0,0,0.0,0,2,6
0,30,0,5,2016-05-01T02:16:39.000Z,41,1,0,1,0,0,4,1,0,7,253,100.0,0,295.0,0,2,6
0,38,5,4,2016-05-01T02:14:32.000Z,41,0,0,0,0,1,4,1,0,7,294,100.0,0,0.0,0,2,6
1,205,5,4,2016-05-01T02:14:09.000Z,41,1,0,0,0,1,3,0,1,5,2829,99.4,1,499.0,0,2,6
1,205,5,4,2016-05-01T02:11:38.000Z,41,0,0,0,0,1,2,0,0,7,348,100.0,0,0.0,0,2,6
0,189,5,4,2016-05-01T02:05:55.000Z,41,0,0,0,0,0,3,0,0,7,152,100.0,0,0.0,0,2,6
0,49,5,4,2016-05-01T02:05:52.000Z,41,1,0,0,0,1,4,1,0,7,433,100.0,1,1095.0,0,2,6
0,14,0,5,2016-05-01T02:03:43.000Z,41,0,0,0,0,1,0,0,0,7,124,0.0,0,0.0,0,2,6
1,205,0,5,2016-05-01T02:03:21.000Z,41,0,0,0,0,1,3,0,0,3,875,100.0,0,0.0,0,2,6
0,204,5,4,2016-05-01T02:03:15.000Z,41,0,0,0,0,0,2,0,0,7,176,100.0,0,0.0,0,2,6
0,101,5,4,2016-05-01T02:01:31.000Z,41,0,0,0,0,0,2,0,1,5,3454,99.8,1,0.0,0,2,6
1,205,5,4,2016-05-01T02:00:52.000Z,41,0,0,0,0,1,0,0,0,7,374,100.0,0,0.0,0,2,6
1,205,5,4,2016-05-01T02:00:36.000Z,41,0,0,0,0,0,3,0,0,7,481,0.0,0,0.0,0,2,6
1,205,5,4,2016-05-01T02:00:25.000Z,41,0,0,0,0,1,3,0,0,5,1135,100.0,1,0.0,0,2,6
0,199,5,4,2016-05-01T02:00:03.000Z,41,0,0,0,0,1,0,0,0,3,616,100.0,1,0.0,0,2,6
0,165,0,5,2016-05-01T01:59:14.000Z,41,0,0,0,0,1,0,0,0,2,1,0.0,0,0.0,0,1,6
0,48,5,4,2016-05-01T01:57:35.000Z,41,1,0,1,0,1,0,0,0,0,68,100.0,0,900.0,1,1,6
1,205,5,4,2016-05-01T01:55:56.000Z,41,1,0,0,0,1,3,0,0,7,266,99.6,0,350.0,0,1,6
1,205,5,4,2016-05-01T01:54:43.000Z,41,0,0,0,0,1,4,1,0,7,476,98.8,0,0.0,0,1,6
0,132,5,4,2016-05-01T01:46:54.000Z,41,0,0,0,0,1,0,0,0,7,110,100.0,0,0.0,0,1,6
1,205,5,4,2016-05-01T01:44:57.000Z,41,1,0,1,0,0,4,1,0,3,921,100.0,0,1799.0,1,1,6
1,205,0,5,2016-05-01T01:44:44.000Z,41,0,0,0,0,1,0,0,0,7,233,100.0,0,0.0,0,1,6
0,84,5,4,2016-05-01T01:43:30.000Z,41,0,0,0,0,0,2,0,1,5,3446,99.8,1,0.0,0,1,6
0,101,5,4,2016-05-01T01:40:31.000Z,41,0,0,0,0,1,0,0,0,0,89,100.0,0,0.0,0,1,6
0,149,5,4,2016-05-01T01:39:24.000Z,41,0,0,0,0,1,2,0,0,7,266,100.0,1,0.0,0,1,6
0,101,5,4,2016-05-01T01:33:04.000Z,41,1,0,0,0,0,3,0,0,7,349,100.0,0,870.0,1,1,6
0,45,5,4,2016-05-01T01:33:02.000Z,4,1,0,0,0,0,2,0,1,5,1071,100.0,0,530.0,0,1,6
1,205,5,4,2016-05-01T01:32:27.000Z,41,1,0,1,0,0,4,1,1,7,247,100.0,1,630.0,0,1,6
0,45,5,4,2016-05-01T01:32:26.000Z,41,0,0,0,0,1,4,1,0,7,138,100.0,0,0.0,1,1,6
1,205,0,5,2016-05-01T01:30:11.000Z,41,0,0,0,0,1,0,0,0,7,233,100.0,0,0.0,0,1,6
1,205,5,4,2016-05-01T01:25:58.000Z,41,0,0,0,0,1,3,0,1,5,3376,100.0,0,0.0,1,1,6
1,205,5,4,2016-05-01T01:25:50.000Z,41,0,0,0,0,0,2,0,1,7,278,100.0,0,0.0,0,1,6
0,101,2,0,2016-05-01T01:22:18.000Z,3,0,1,0,0,0,5,0,0,2,2,0.0,0,0.0,1,1,6
1,205,5,4,2016-05-01T01:21:56.000Z,41,0,0,0,0,1,3,0,0,7,184,100.0,0,0.0,0,1,6
1,205,5,4,2016-05-01T01:20:00.000Z,41,1,0,1,0,1,0,0,0,3,635,100.0,0,600.0,1,1,6
0,98,2,0,2016-05-01T01:19:58.000Z,41,0,0,0,0,1,0,0,0,2,0,0.0,0,0.0,0,1,6
1,205,5,4,2016-05-01T01:15:28.000Z,41,1,0,0,0,0,3,0,0,2,8,100.0,0,799.0,0,1,6
0,24,5,4,2016-05-01T01:13:11.000Z,41,1,0,1,0,0,4,1,0,3,553,87.5,0,359.99,1,1,6
1,205,5,4,2016-05-01T01:08:28.000Z,41,0,0,0,0,1,0,0,0,7,114,100.0,0,0.0,0,1,6
0,20,5,4,2016-05-01T01:05:50.000Z,41,0,0,0,0,1,3,0,0,7,267,99.6,0,0.0,0,1,6
0,188,5,4,2016-05-01T01:05:01.000Z,41,1,0,0,0,1,4,1,1,5,1854,100.0,1,599.0,0,1,6
1,205,5,4,2016-05-01T01:04:24.000Z,41,1,0,0,0,1,0,0,0,7,163,100.0,0,349.99,1,1,6
1,205,5,4,2016-05-01T01:00:55.000Z,41,0,0,0,0,1,3,0,0,7,268,99.6,0,0.0,0,1,6
1,205,5,4,2016-05-01T01:00:40.000Z,41,0,0,0,0,0,0,0,0,2,6,100.0,0,0.0,0,1,6
1,205,5,4,2016-05-01T01:00:29.000Z,41,0,0,0,0,1,0,0,0,9,19,0.0,0,0.0,1,1,6
0,11,5,4,2016-05-01T01:00:10.000Z,41,0,0,0,0,1,3,0,0,5,1135,100.0,1,0.0,1,1,6
1,205,5,4,2016-05-01T00:59:43.000Z,41,1,0,0,0,1,4,1,1,3,851,97.6,1,399.0,0,0,6
0,200,5,4,2016-05-01T00:56:59.000Z,41,0,0,0,0,1,0,0,0,9,35,100.0,0,0.0,1,0,6
0,37,3,1,2016-05-01T00:56:57.000Z,41,0,0,0,0,1,0,0,1,0,77,96.7,0,0.0,0,0,6
0,98,3,1,2016-05-01T00:56:17.000Z,41,1,0,1,0,1,3,0,0,7,349,100.0,0,1214.99,1,0,6
1,205,5,4,2016-05-01T00:54:44.000Z,41,1,0,0,0,0,3,0,1,3,740,100.0,0,1889.0,1,0,6
1,205,0,5,2016-05-01T00:54:43.000Z,41,0,1,0,0,0,2,0,0,5,1307,100.0,0,0.0,1,0,6
1,205,5,4,2016-05-01T00:54:12.000Z,41,0,1,0,0,0,4,1,1,7,178,97.2,0,0.0,1,0,6
0,25,5,4,2016-05-01T00:53:13.000Z,41,0,0,0,0,0,4,1,1,8,41102,99.4,0,0.0,0,0,6
0,20,5,4,2016-05-01T00:49:12.000Z,41,0,0,0,0,0,4,1,1,8,41101,99.4,0,0.0,0,0,6
0,30,0,5,2016-05-01T00:47:19.000Z,41,1,0,0,0,0,4,1,0,7,289,100.0,0,288.88,0,0,6
1,205,5,4,2016-05-01T00:45:42.000Z,41,0,0,0,0,1,2,0,0,7,268,99.6,0,0.0,0,0,6
0,9,5,4,2016-05-01T00:45:20.000Z,41,0,0,0,0,1,4,1,1,0,81,100.0,0,0.0,0,0,6
1,205,5,4,2016-05-01T00:45:09.000Z,41,0,0,0,0,1,2,0,0,7,267,99.6,0,0.0,0,0,6
0,9,5,4,2016-05-01T00:44:25.000Z,41,0,0,0,0,0,4,1,1,8,41101,99.4,0,0.0,0,0,6
0,32,5,4,2016-05-01T00:43:10.000Z,41,1,0,1,0,1,3,0,1,3,687,100.0,1,450.0,0,0,6
1,205,5,4,2016-05-01T00:38:02.000Z,41,1,0,0,0,1,3,0,1,5,2120,100.0,1,1385.46,1,0,6
0,100,3,1,2016-05-01T00:35:28.000Z,41,0,0,0,0,1,4,1,0,9,12,100.0,0,0.0,0,0,6
0,43,5,4,2016-05-01T00:33:47.000Z,41,0,0,0,0,0,4,1,0,0,80,100.0,0,0.0,0,0,6
0,98,3,1,2016-05-01T00:29:49.000Z,41,1,0,1,0,1,4,1,0,2,0,0.0,0,650.0,1,0,6
1,205,0,5,2016-05-01T00:29:23.000Z,41,1,0,1,0,1,3,0,0,5,1978,100.0,1,90.0,0,0,6
1,205,0,5,2016-05-01T00:28:45.000Z,41,0,0,0,0,1,0,0,0,9,33,95.8,0,0.0,0,0,6
0,140,5,4,2016-05-01T00:28:36.000Z,41,0,0,0,0,1,4,1,0,9,27,100.0,0,0.0,0,0,6
0,24,5,4,2016-05-01T00:26:37.000Z,41,1,0,0,0,0,3,0,0,0,90,100.0,0,325.0,0,0,6
0,35,5,4,2016-05-01T00:21:27.000Z,41,1,0,0,0,0,3,0,1,3,740,100.0,0,2189.0,1,0,6
1,205,5,4,2016-05-01T00:20:07.000Z,41,1,0,1,0,1,2,0,1,7,346,99.6,1,424.99,1,0,6
1,205,0,5,2016-05-01T00:16:58.000Z,41,0,0,0,0,1,0,0,0,9,27,0.0,0,0.0,0,0,6
0,180,5,4,2016-05-01T00:15:08.000Z,41,1,0,1,0,1,4,1,1,3,764,100.0,0,450.0,1,0,6
1,205,5,4,2016-05-01T00:12:04.000Z,41,1,0,1,0,1,4,1,0,3,776,99.7,0,1025.0,0,0,6
0,43,5,4,2016-05-01T00:09:34.000Z,41,1,0,1,0,1,3,0,1,7,209,100.0,0,675.0,0,0,6
1,205,5,4,2016-05-01T00:06:30.000Z,41,0,0,0,0,1,0,0,0,2,3,100.0,0,0.0,1,0,6
0,155,5,4,2016-05-01T00:06:18.000Z,41,0,1,0,0,1,0,0,0,0,75,100.0,0,0.0,1,0,6
0,18,5,4,2016-05-01T00:03:43.000Z,41,0,0,0,0,0,4,1,0,2,0,0.0,0,0.0,0,0,6
0,195,5,4,2016-05-01T00:00:30.000Z,41,0,0,0,0,1,2,0,1,5,1462,100.0,1,0.0,0,0,6
1,205,0,5,2016-05-01T00:00:29.000Z,41,0,0,0,0,0,4,1,0,5,1034,98.5,0,0.0,0,0,6
1,205,5,4,2016-05-01T00:00:22.000Z,41,1,0,0,0,1,2,0,1,7,347,98.8,0,699.9,0,0,6
0,101,5,4,2016-04-30T23:57:44.000Z,41,0,0,0,0,1,2,0,0,7,152,100.0,0,0.0,0,23,5
0,123,5,4,2016-04-30T23:57:38.000Z,41,1,0,0,0,1,2,0,0,7,189,100.0,0,820.0,1,23,5
1,205,5,4,2016-04-30T23:56:10.000Z,41,0,0,0,0,1,4,1,0,5,1601,100.0,0,0.0,0,23,5
1,205,4,3,2016-04-30T23:52:26.000Z,41,1,0,0,0,1,4,1,0,7,495,99.1,0,725.0,0,23,5
1,205,5,4,2016-04-30T23:52:26.000Z,41,1,0,1,0,1,4,1,0,9,10,100.0,0,497.0,0,23,5
0,59,5,4,2016-04-30T23:52:14.000Z,41,0,0,0,0,1,0,0,0,2,1,100.0,0,0.0,0,23,5
1,205,2,0,2016-04-30T23:50:39.000Z,41,0,0,0,0,1,3,0,0,7,164,97.1,1,0.0,0,23,5
0,45,5,4,2016-04-30T23:49:59.000Z,41,0,0,0,0,1,4,1,0,2,2,66.7,0,0.0,0,23,5
0,11,5,4,2016-04-30T23:42:21.000Z,41,0,0,0,0,0,4,1,1,8,31987,99.4,0,0.0,0,23,5
0,43,5,4,2016-04-30T23:36:57.000Z,41,0,0,0,0,1,0,0,0,9,10,100.0,0,0.0,0,23,5
1,205,0,5,2016-04-30T23:36:30.000Z,41,0,0,0,0,1,0,0,0,7,109,0.0,0,0.0,0,23,5
1,205,5,4,2016-04-30T23:32:20.000Z,41,1,0,0,0,1,3,0,1,5,2120,100.0,1,2196.95,1,23,5
0,67,5,4,2016-04-30T23:30:53.000Z,41,0,0,0,0,1,3,0,0,7,286,99.0,0,0.0,0,23,5
1,205,0,5,2016-04-30T23:30:17.000Z,41,0,0,0,0,1,0,0,0,7,316,100.0,0,0.0,0,23,5
0,107,5,4,2016-04-30T23:28:27.000Z,41,1,0,1,0,1,0,0,0,7,392,100.0,0,550.0,0,23,5
0,32,1,2,2016-04-30T23:25:35.000Z,41,0,0,0,0,1,4,1,1,3,827,99.7,1,0.0,0,23,5
1,205,0,5,2016-04-30T23:25:04.000Z,41,0,1,0,0,1,0,0,0,0,95,100.0,0,0.0,1,23,5
1,205,5,4,2016-04-30T23:19:11.000Z,34,1,0,1,0,0,2,0,0,9,44,100.0,0,997.0,0,23,5
0,202,1,2,2016-04-30T23:17:49.000Z,41,0,0,0,0,1,4,1,1,3,827,99.7,1,0.0,0,23,5
0,101,5,4,2016-04-30T23:17:46.000Z,41,1,0,1,0,0,3,0,0,7,446,98.6,0,900.0,0,23,5
1,205,5,4,2016-04-30T23:14:23.000Z,41,0,0,0,0,1,3,0,1,7,315,99.7,0,0.0,0,23,5
0,43,5,4,2016-04-30T23:12:41.000Z,41,1,0,1,0,1,4,1,1,9,34,100.0,0,549.95,1,23,5
1,205,5,4,2016-04-30T23:10:19.000Z,41,1,0,0,0,0,2,0,0,7,391,99.3,0,225.0,0,23,5
1,205,5,4,2016-04-30T23:08:44.000Z,41,1,0,1,0,1,0,0,1,7,398,92.3,0,400.0,0,23,5
1,205,5,4,2016-04-30T23:06:09.000Z,41,0,0,0,0,1,0,0,0,2,9,0.0,0,0.0,0,23,5
0,45,5,4,2016-04-30T23:05:13.000Z,41,1,0,0,0,0,4,1,1,7,100,100.0,0,524.99,0,23,5
1,205,2,0,2016-04-30T23:04:27.000Z,41,0,0,0,0,1,4,1,0,2,0,0.0,0,0.0,1,23,5
0,11,5,4,2016-04-30T23:03:05.000Z,41,1,0,0,0,1,3,0,1,5,2120,100.0,1,1018.29,1,23,5
0,181,0,5,2016-04-30T23:02:20.000Z,41,0,0,0,0,1,2,0,0,5,1057,100.0,0,0.0,1,23,5
1,205,5,4,2016-04-30T23:01:34.000Z,41,1,0,0,0,0,2,0,1,5,2008,99.5,1,374.99,1,23,5
0,53,5,4,2016-04-30T22:59:38.000Z,41,0,0,0,0,1,4,1,1,9,12,0.0,0,0.0,0,22,5
1,205,5,4,2016-04-30T22:59:34.000Z,41,1,0,1,0,0,2,0,0,3,907,100.0,0,399.99,0,22,5
1,205,5,4,2016-04-30T22:59:32.000Z,41,1,0,0,0,1,4,1,0,0,53,100.0,0,650.0,1,22,5
0,43,2,0,2016-04-30T22:57:40.000Z,41,1,0,0,0,1,4,1,1,1,5378,99.7,1,912.96,0,22,5
1,205,5,4,2016-04-30T22:57:37.000Z,41,1,0,0,0,1,0,0,1,10,11450,99.7,1,1449.99,1,22,5
1,205,5,4,2016-04-30T22:54:58.000Z,41,1,0,0,0,0,4,1,1,3,740,100.0,0,1189.0,1,22,5
1,205,5,4,2016-04-30T22:52:21.000Z,41,1,0,1,0,1,0,0,0,7,341,98.0,0,600.0,0,22,5
1,205,5,4,2016-04-30T22:51:54.000Z,41,0,0,0,0,0,2,0,1,7,244,100.0,0,0.0,0,22,5
1,205,4,3,2016-04-30T22:51:40.000Z,41,1,0,1,0,1,4,1,1,7,450,100.0,1,379.99,1,22,5
0,45,2,0,2016-04-30T22:47:28.000Z,41,1,0,0,0,1,3,0,1,5,2988,100.0,1,1299.0,1,22,5
1,205,5,4,2016-04-30T22:42:37.000Z,41,1,0,0,0,1,0,0,1,10,11451,99.7,1,1179.95,1,22,5
0,189,0,5,2016-04-30T22:42:34.000Z,41,0,0,0,0,1,0,0,0,2,9,100.0,0,0.0,0,22,5
1,205,0,5,2016-04-30T22:40:34.000Z,41,0,0,0,0,1,0,0,0,2,0,0.0,0,0.0,1,22,5
1,205,4,3,2016-04-30T22:40:07.000Z,41,0,0,0,0,0,0,0,0,9,13,100.0,0,0.0,0,22,5
0,179,5,4,2016-04-30T22:38:04.000Z,41,1,0,0,0,0,0,0,0,7,283,99.0,0,320.0,1,22,5
1,205,5,4,2016-04-30T22:36:20.000Z,41,0,0,0,0,1,0,0,0,2,6,87.5,0,0.0,0,22,5
1,205,5,4,2016-04-30T22:34:05.000Z,41,1,0,0,0,0,2,0,1,7,265,100.0,0,949.0,0,22,5
0,45,5,4,2016-04-30T22:33:52.000Z,41,1,0,0,0,1,3,0,1,5,2988,100.0,1,989.0,0,22,5
0,35,5,4,2016-04-30T22:29:09.000Z,41,1,0,0,0,0,3,0,1,3,739,100.0,0,1889.0,1,22,5
1,205,5,4,2016-04-30T22:28:03.000Z,41,1,0,0,0,0,3,0,1,3,739,100.0,0,1589.0,1,22,5
0,45,2,0,2016-04-30T22:25:18.000Z,41,1,0,0,0,1,3,0,1,5,2988,100.0,1,1449.0,1,22,5
0,46,5,4,2016-04-30T22:23:10.000Z,41,0,1,0,0,0,2,0,0,2,4,100.0,0,0.0,1,22,5
0,59,5,4,2016-04-30T22:14:17.000Z,41,0,1,0,0,1,2,0,0,7,274,100.0,0,0.0,1,22,5
0,89,5,4,2016-04-30T22:04:39.000Z,41,0,0,0,0,1,4,1,0,3,570,100.0,1,0.0,1,22,5
1,205,4,3,2016-04-30T22:02:45.000Z,41,1,0,0,0,1,2,0,0,2,1,100.0,0,1499.99,1,22,5
0,101,2,0,2016-04-30T21:58:33.000Z,41,1,0,0,0,1,3,0,1,3,578,97.5,0,999.0,0,21,5
1,205,0,5,2016-04-30T21:57:41.000Z,41,0,0,0,0,1,0,0,0,9,20,0.0,0,0.0,0,21,5
0,111,2,0,2016-04-30T21:56:26.000Z,41,1,0,1,0,1,4,1,0,9,46,98.1,0,2669.0,1,21,5
0,42,5,4,2016-04-30T21:55:13.000Z,41,0,0,0,0,0,0,0,0,7,269,98.0,0,0.0,0,21,5
1,205,5,4,2016-04-30T21:53:32.000Z,41,1,0,1,0,1,0,0,0,9,22,0.0,0,300.0,0,21,5
1,205,0,5,2016-04-30T21:53:23.000Z,41,1,0,1,0,0,0,0,0,7,186,100.0,0,100.0,0,21,5
1,205,5,4,2016-04-30T21:50:10.000Z,41,0,0,0,0,1,0,0,1,10,10631,99.6,0,0.0,1,21,5
1,205,5,4,2016-04-30T21:50:10.000Z,41,0,0,0,0,1,0,0,1,10,10631,99.6,0,0.0,1,21,5
0,100,5,4,2016-04-30T21:48:57.000Z,41,1,0,1,0,1,0,0,0,0,93,100.0,0,1700.0,1,21,5
1,205,5,4,2016-04-30T21:45:52.000Z,41,1,0,0,0,0,2,0,0,5,4360,99.6,1,509.99,1,21,5
1,205,5,4,2016-04-30T21:44:47.000Z,41,1,0,0,0,1,0,0,1,7,298,100.0,1,629.99,1,21,5
1,205,5,4,2016-04-30T21:40:48.000Z,41,1,0,1,0,0,0,0,0,2,0,0.0,0,675.0,0,21,5
1,205,5,4,2016-04-30T21:40:31.000Z,41,1,0,0,0,0,3,0,1,4,56631,99.5,1,137.74,0,21,5
1,205,5,4,2016-04-30T21:39:55.000Z,41,1,0,0,0,0,2,0,0,5,4360,99.6,1,599.99,1,21,5
0,92,2,0,2016-04-30T21:37:40.000Z,41,1,0,0,0,1,0,0,1,10,10523,99.3,0,1102.5,0,21,5
1,205,5,4,2016-04-30T21:36:22.000Z,41,1,0,0,0,1,0,0,0,7,130,97.5,1,500.0,0,21,5
1,205,5,4,2016-04-30T21:32:02.000Z,41,0,0,0,0,0,3,0,0,7,416,100.0,1,0.0,0,21,5
1,205,5,4,2016-04-30T21:31:08.000Z,41,1,0,0,0,1,3,0,0,5,2005,99.7,1,1700.0,0,21,5
0,37,5,4,2016-04-30T21:29:22.000Z,41,0,0,0,0,0,0,0,0,9,49,0.0,0,0.0,0,21,5
1,205,5,4,2016-04-30T21:26:59.000Z,41,1,0,0,0,1,3,0,1,5,2827,99.4,1,649.0,1,21,5
1,205,5,4,2016-04-30T21:26:47.000Z,41,0,0,0,0,1,2,0,0,9,35,100.0,0,0.0,0,21,5
0,18,5,4,2016-04-30T21:26:23.000Z,41,0,0,0,0,1,4,1,0,9,14,100.0,0,0.0,0,21,5
0,43,5,4,2016-04-30T21:24:38.000Z,41,1,0,1,0,1,3,0,1,7,250,100.0,0,679.0,1,21,5
0,200,5,4,2016-04-30T21:23:35.000Z,41,1,0,1,0,0,2,0,1,7,273,100.0,0,889.0,0,21,5
1,205,4,3,2016-04-30T21:22:56.000Z,41,1,0,1,0,0,2,0,1,10,19790,99.5,1,675.0,0,21,5
0,25,5,4,2016-04-30T21:20:51.000Z,41,1,0,0,0,1,0,0,1,7,298,100.0,1,469.99,1,21,5
1,205,5,4,2016-04-30T21:20:34.000Z,41,1,0,0,0,0,2,0,0,5,4360,99.6,1,449.99,1,21,5
1,205,5,4,2016-04-30T21:20:34.000Z,41,1,0,0,0,0,2,0,0,5,4360,99.6,1,449.99,1,21,5
1,205,5,4,2016-04-30T21:15:55.000Z,41,0,0,0,0,1,2,0,1,7,464,100.0,1,0.0,0,21,5
1,205,0,5,2016-04-30T21:15:11.000Z,41,1,0,0,0,1,0,0,0,7,298,100.0,1,99.99,0,21,5
1,205,5,4,2016-04-30T21:14:25.000Z,41,1,0,0,0,0,2,0,0,5,4360,99.6,1,449.99,1,21,5
0,45,2,0,2016-04-30T21:10:02.000Z,41,1,0,0,0,1,3,0,1,3,662,100.0,0,1424.05,1,21,5
0,35,3,1,2016-04-30T21:10:02.000Z,41,1,0,1,0,1,4,1,1,3,662,100.0,0,2802.5,1,21,5
0,35,5,4,2016-04-30T21:10:02.000Z,41,1,0,1,0,1,4,1,1,3,662,100.0,0,2707.5,1,21,5
1,205,5,4,2016-04-30T21:10:02.000Z,41,1,0,1,0,1,3,0,1,3,662,100.0,0,2203.05,1,21,5
1,205,5,4,2016-04-30T21:10:02.000Z,41,1,0,1,0,1,3,0,1,3,662,100.0,0,1662.5,1,21,5
0,35,5,4,2016-04-30T21:10:02.000Z,41,1,0,0,0,1,3,0,1,3,662,100.0,0,1852.5,1,21,5
1,205,5,4,2016-04-30T21:10:02.000Z,41,1,0,1,0,1,3,0,1,3,662,100.0,0,1349.0,1,21,5
