productId_type,productId_value,conditionDisplayName,conditionId,country,listingType,buyItNowAvailable,bestOfferEnabled,paymentMethod,expeditedShipping,shippingType,isShippingFree,returnsAccepted,sellingState,endHour,endWeekday
0,122,5,4,20,0,0,0,0,1,2,0,0,0,2,4
1,157,5,4,20,1,0,0,0,0,3,0,1,1,2,1
0,77,5,4,20,0,0,0,0,1,2,0,0,0,2,1
1,157,5,4,20,1,0,0,0,0,2,0,0,1,2,1
1,157,5,4,20,1,0,0,0,0,2,0,0,1,2,1
1,157,5,4,20,1,0,0,0,0,2,0,0,1,2,1
1,157,5,4,20,1,0,0,0,0,2,0,0,1,2,1
1,157,5,4,20,1,0,0,0,0,2,0,0,1,2,1
1,157,5,4,20,1,0,0,0,0,2,0,0,1,2,1
0,71,5,4,20,0,0,0,0,1,0,0,0,0,2,1
1,157,5,4,20,0,0,0,0,1,0,0,0,0,2,4
0,71,5,4,20,1,0,0,0,1,3,0,1,0,16,4
0,36,2,0,20,0,0,0,0,1,0,0,0,0,2,6
1,157,0,5,4,0,0,0,0,0,4,1,0,0,14,3
0,37,5,4,20,0,0,0,0,1,3,0,0,0,2,1
0,71,5,4,20,0,0,0,0,0,4,1,1,0,2,6
0,25,5,4,20,0,0,0,0,1,3,0,0,0,3,1
1,157,5,4,20,0,0,0,0,0,3,0,0,0,2,1
0,156,5,4,20,0,0,0,0,1,3,0,0,0,2,6
1,157,5,4,20,1,0,0,0,0,3,0,1,1,2,1
1,157,0,5,20,0,0,0,0,0,3,0,0,0,2,1
1,157,0,5,20,1,0,1,0,0,2,0,0,0,4,1
0,113,5,4,20,1,0,1,0,1,0,0,0,0,2,1
1,157,1,2,20,1,0,0,0,1,4,1,0,1,1,4
1,157,5,4,20,1,0,0,0,1,4,1,1,0,5,0
0,34,5,4,20,1,0,1,0,1,3,0,1,0,2,1
0,71,5,4,20,0,0,0,0,1,2,0,0,0,1,2
0,8,5,4,20,0,0,0,0,0,4,1,1,0,1,6
1,157,1,2,20,0,0,0,0,1,0,0,0,0,1,1
1,157,5,4,20,1,0,0,0,1,4,1,0,0,16,2
1,157,4,3,20,1,0,0,0,0,4,1,1,0,0,1
1,157,5,4,20,1,0,1,0,1,0,0,0,1,1,6
0,109,5,4,20,1,0,0,0,0,3,0,1,0,16,1
0,82,2,0,20,0,0,0,0,1,2,0,0,0,1,4
0,109,2,0,20,0,0,0,0,1,2,0,0,0,1,4
1,157,5,4,20,0,0,0,0,0,4,1,0,0,1,1
1,157,1,2,20,1,0,1,0,1,3,0,0,1,1,4
0,80,5,4,20,1,0,0,0,0,3,0,1,1,1,1
1,157,5,4,20,1,0,0,0,0,3,0,1,1,1,1
0,80,5,4,20,0,0,0,0,1,2,0,1,0,1,4
0,52,5,4,20,0,0,0,0,1,0,0,0,0,1,6
1,157,5,4,20,0,0,0,0,1,3,0,0,0,1,4
1,157,0,5,20,0,0,0,0,0,3,0,0,0,1,1
0,43,5,4,20,0,1,0,0,1,0,0,0,1,3,3
1,157,5,4,20,0,0,0,0,1,3,0,0,0,1,4
0,54,5,4,20,1,0,1,0,1,0,0,0,0,18,4
0,36,5,4,20,1,0,1,0,1,3,0,1,1,1,6
0,8,5,4,20,0,0,0,0,0,4,1,1,0,1,4
1,157,5,4,20,0,0,0,0,1,3,0,0,0,1,6
1,157,5,4,20,0,0,0,0,1,2,0,0,0,1,1
0,11,5,4,20,0,0,0,0,1,4,1,0,0,1,1
1,157,4,3,20,1,0,0,0,1,4,1,1,1,4,6
1,157,5,4,20,1,0,0,0,0,2,0,1,1,0,1
0,22,5,4,20,1,0,0,0,0,2,0,1,1,0,1
1,157,5,4,20,1,0,1,0,0,2,0,1,0,23,0
1,157,5,4,20,1,0,0,0,0,2,0,1,1,16,4
0,22,5,4,20,1,0,0,0,0,4,1,1,0,19,0
1,157,5,4,20,1,0,0,0,0,4,1,1,1,0,1
1,157,1,2,20,1,0,0,0,1,4,1,0,0,2,1
0,36,2,0,20,0,0,0,0,0,3,0,1,0,0,4
1,157,1,2,20,1,0,0,0,0,3,0,1,1,0,5
1,157,1,2,20,1,0,0,0,0,3,0,1,1,0,5
1,157,1,2,20,1,0,0,0,0,3,0,1,1,0,5
1,157,1,2,20,1,0,0,0,0,3,0,1,1,0,5
1,157,1,2,20,1,0,0,0,0,3,0,1,1,0,5
1,157,1,2,20,1,0,0,0,0,3,0,1,1,0,5
1,157,0,5,20,1,0,1,0,1,0,0,0,1,0,4
1,157,5,4,20,1,0,0,0,1,3,0,1,1,0,1
0,11,5,4,20,0,0,0,0,0,2,0,1,0,0,4
1,157,5,4,20,0,0,0,0,1,3,0,0,0,0,6
0,64,5,4,2,1,0,1,0,0,2,0,0,0,16,2
0,49,0,5,20,0,0,0,0,1,0,0,0,0,0,1
1,157,5,4,20,0,1,0,0,1,0,0,0,1,17,3
0,53,5,4,20,1,0,0,0,1,3,0,1,0,14,6
1,157,0,5,20,0,0,0,0,0,2,0,0,0,0,1
0,14,0,5,20,0,0,0,0,0,2,0,0,0,0,1
1,157,5,4,20,1,0,0,0,0,4,1,1,1,16,1
1,157,5,4,20,0,0,0,4,0,2,0,1,0,0,2
0,116,5,4,20,0,1,0,0,1,0,0,0,1,3,3
1,157,0,5,20,1,0,1,9,0,2,0,1,0,0,2
0,37,4,3,20,1,0,1,0,1,0,0,0,0,1,1
1,157,5,4,20,0,0,0,0,1,0,0,0,1,0,6
0,36,5,4,20,0,0,0,0,1,2,0,0,0,0,4
0,36,5,4,20,1,0,0,0,0,3,0,1,0,17,2
1,157,0,5,20,0,0,0,0,1,0,0,0,0,0,1
1,157,5,4,20,0,0,0,0,1,2,0,0,0,0,2
0,33,5,4,20,0,1,0,0,1,0,0,0,1,0,1
1,157,0,5,20,1,0,1,9,0,2,0,1,1,0,1
1,157,5,4,20,1,0,0,0,1,3,0,0,1,0,1
0,29,5,4,20,1,0,0,0,0,3,0,1,1,0,4
1,157,5,4,20,1,0,0,0,1,4,1,0,1,0,1
1,157,3,1,20,0,0,0,0,1,4,1,0,0,2,1
1,157,5,4,20,0,0,0,0,1,0,0,0,0,0,1
0,120,5,4,20,0,0,0,0,0,0,0,0,0,0,6
1,157,0,5,20,0,0,0,0,0,2,0,0,0,0,1
0,34,5,4,20,0,0,0,0,1,3,0,1,0,0,6
0,80,5,4,20,1,0,1,0,1,4,1,1,1,0,4
0,29,5,4,20,1,0,0,0,0,3,0,1,1,0,1
0,107,5,4,20,0,0,0,0,1,4,1,0,0,0,6
1,157,0,5,20,0,0,0,0,1,0,0,0,0,0,6
1,157,0,5,20,0,0,0,0,0,3,0,0,1,14,1
1,157,5,4,20,0,0,0,0,0,5,0,1,1,15,1
0,153,0,5,20,0,0,0,0,0,2,0,0,0,23,0
1,157,0,5,20,1,0,1,0,1,4,1,0,0,14,1
0,26,5,4,20,0,0,0,0,1,0,0,0,0,23,0
0,80,5,4,20,1,0,1,0,1,0,0,0,1,14,2
0,6,0,5,20,1,0,1,0,1,0,0,0,0,16,2
0,27,5,4,20,1,0,0,0,0,3,0,1,1,0,1
1,157,5,4,20,1,0,0,0,1,0,0,1,1,1,3
1,157,5,4,20,1,0,1,0,1,4,1,0,0,2,1
0,137,5,4,20,1,0,1,0,0,3,0,0,0,12,1
1,157,5,4,20,1,0,1,0,1,2,0,0,1,2,1
1,157,5,4,20,1,0,0,0,1,3,0,1,1,22,2
1,157,5,4,20,0,0,0,0,1,0,0,0,0,23,5
0,80,3,1,20,1,0,0,0,0,2,0,0,0,0,1
1,157,5,4,20,1,0,1,0,1,0,0,0,0,2,1
1,157,5,4,20,1,0,1,0,1,0,0,0,1,23,5
1,157,5,4,20,1,0,1,0,1,3,0,0,1,7,0
1,157,2,0,20,0,0,0,0,1,3,0,0,0,23,5
0,106,0,5,20,1,0,0,0,0,4,1,0,1,23,3
1,157,5,4,20,0,0,0,0,0,2,0,0,0,23,5
1,157,5,4,20,1,0,1,0,1,0,0,0,1,23,5
0,82,5,4,20,0,0,0,0,0,5,0,0,0,23,0
0,79,5,4,20,0,1,0,0,1,0,0,0,1,23,1
0,20,0,5,20,0,0,0,0,1,3,0,0,0,23,3
0,82,2,0,20,1,0,1,0,1,0,0,0,0,2,1
1,157,3,1,20,0,0,0,0,1,3,0,1,0,23,5
1,157,5,4,20,1,0,0,0,1,3,0,0,1,23,0
0,82,5,4,20,0,0,0,0,0,5,0,0,0,23,0
0,71,5,4,20,1,0,0,0,0,3,0,1,1,23,0
0,40,5,4,20,1,0,0,0,0,3,0,1,1,23,0
1,157,5,4,20,0,0,0,0,1,4,1,0,0,23,5
0,82,2,0,20,1,0,1,0,1,0,0,0,1,2,6
0,27,5,4,20,1,0,0,0,1,4,1,0,0,23,0
0,29,5,4,20,1,0,1,0,1,3,0,1,1,4,4
1,157,5,4,20,1,0,0,0,0,3,0,1,1,23,3
1,157,5,4,20,1,0,0,0,1,3,0,0,0,2,1
1,157,5,4,20,1,0,1,0,1,3,0,0,0,19,5
1,157,5,4,20,0,0,0,0,1,0,0,0,0,23,3
1,157,5,4,20,0,0,0,0,1,2,0,0,0,23,5
0,120,5,4,20,0,0,0,0,1,4,1,0,0,22,3
1,157,0,5,20,0,0,0,0,0,3,0,0,0,22,5
1,157,0,5,20,1,0,1,0,1,4,1,1,0,15,1
1,157,5,4,20,0,0,0,0,1,0,0,0,0,22,0
1,157,5,4,20,0,0,0,0,1,0,0,0,0,22,0
1,157,5,4,20,0,0,0,0,1,4,1,0,1,22,1
1,157,5,4,20,1,0,1,0,1,0,0,0,1,9,1
1,157,5,4,20,0,0,0,0,1,0,0,0,0,22,0
0,51,0,5,20,0,0,0,0,1,0,0,0,0,22,5
0,27,5,4,20,1,0,0,0,1,0,0,0,0,18,1
0,36,4,3,20,0,0,0,0,1,4,1,0,0,22,0
1,157,0,5,20,0,0,0,0,0,3,0,0,0,22,5
0,152,5,4,20,0,0,0,0,0,4,1,0,0,22,5
1,157,5,4,20,0,0,0,0,0,3,0,1,0,22,0
1,157,5,4,20,1,0,0,0,1,3,0,1,0,23,0
0,78,2,0,20,1,0,1,0,1,3,0,1,0,1,1
1,157,5,4,20,1,0,1,0,1,4,1,0,0,14,1
1,157,5,4,20,0,0,0,0,1,2,0,0,0,22,0
1,157,5,4,20,1,0,0,0,1,4,1,1,0,16,5
1,157,0,5,20,0,0,0,0,0,4,1,0,0,22,0
1,157,5,4,20,1,0,1,0,0,2,0,1,0,22,0
1,157,0,5,20,1,0,1,0,1,0,0,0,0,20,5
1,157,0,5,20,0,0,0,0,0,3,0,0,0,22,5
0,10,5,4,20,1,0,1,0,0,3,0,0,0,2,3
1,157,5,4,20,1,0,0,0,1,0,0,1,1,22,3
0,36,4,3,20,1,0,0,0,0,4,1,1,1,22,3
1,157,0,5,20,1,0,0,0,1,3,0,0,0,0,1
1,157,0,5,20,1,0,1,0,0,4,1,0,0,0,1
1,157,5,4,20,1,0,1,0,1,0,0,0,0,17,1
1,157,5,4,20,1,0,0,0,1,4,1,0,1,15,2
1,157,5,4,20,1,0,0,0,0,3,0,1,1,22,0
1,157,5,4,20,0,0,0,0,1,2,0,0,0,22,1
1,157,5,4,20,0,0,0,0,1,0,0,1,1,22,5
1,157,5,4,20,0,0,0,0,1,0,0,1,1,21,5
1,157,5,4,20,1,0,0,0,1,0,0,1,1,21,3
1,157,2,0,20,1,0,1,0,1,0,0,0,0,18,2
0,11,5,4,20,0,0,0,0,1,0,0,0,0,21,0
1,157,0,5,20,0,0,0,9,0,4,1,0,0,4,1
0,148,5,4,20,0,0,0,0,1,0,0,0,0,21,1
0,68,5,4,20,0,0,0,0,1,0,0,0,0,21,1
1,157,5,4,20,1,0,0,0,1,4,1,0,0,16,0
1,157,5,4,20,1,0,0,0,1,3,0,1,1,21,0
1,157,5,4,20,1,0,1,0,0,4,1,0,1,6,1
0,37,0,5,20,1,0,0,0,1,0,0,0,0,2,0
0,55,3,1,20,0,0,0,0,0,3,0,0,1,0,2
1,157,5,4,20,1,0,0,0,1,0,0,1,0,22,5
1,157,5,4,20,1,0,1,0,0,0,0,1,1,21,3
0,51,5,4,20,1,0,1,0,1,3,0,1,1,21,3
0,51,5,4,20,1,0,1,0,1,3,0,1,1,21,3
0,88,5,4,20,1,0,1,0,1,0,0,0,1,21,3
1,157,5,4,20,1,0,0,0,0,3,0,1,1,21,0
1,157,5,4,20,1,0,0,0,0,3,0,1,1,21,5
0,7,1,2,20,1,0,1,0,0,4,1,0,0,18,2
1,157,5,4,20,0,0,0,0,1,2,0,0,1,21,1
1,157,4,3,20,0,0,0,4,0,2,0,1,0,21,1
0,36,2,0,20,1,0,1,0,1,0,0,0,1,21,3
0,144,5,4,20,0,0,0,0,0,2,0,0,0,21,3
0,16,5,4,20,1,0,1,0,0,0,0,1,0,10,1
0,21,0,5,20,1,0,0,0,1,3,0,1,0,10,4
1,157,5,4,20,1,0,0,0,0,3,0,1,1,21,0
1,157,5,4,20,0,0,0,0,1,2,0,0,0,21,5
0,8,4,3,20,1,0,0,0,1,0,0,0,0,3,3
1,157,5,4,20,0,0,0,0,1,0,0,0,0,21,5
1,157,5,4,20,0,0,0,0,1,0,0,0,0,21,3
1,157,0,5,20,1,0,1,0,0,4,1,0,0,13,1
0,40,5,4,20,0,1,0,0,0,3,0,1,1,21,3
0,151,0,5,20,1,0,0,0,1,3,0,1,1,21,0
0,37,5,4,20,0,0,0,0,0,3,0,1,0,18,0
0,36,5,4,20,1,0,1,0,1,3,0,1,1,21,3
0,148,2,0,20,1,0,0,0,0,1,0,0,0,21,0
1,157,2,0,20,1,0,1,0,1,4,1,0,0,18,3
1,157,5,4,20,1,0,0,0,1,3,0,1,1,17,2
1,157,5,4,20,1,0,0,0,1,3,0,0,0,9,2
0,21,5,4,20,1,0,1,0,0,0,0,1,0,21,1
1,157,0,5,20,1,0,1,0,1,2,0,0,0,21,0
1,157,5,4,20,0,0,0,0,0,3,0,1,0,21,0
1,157,5,4,20,0,1,0,0,1,4,1,1,1,20,3
0,148,2,0,20,1,0,0,0,0,1,0,0,1,9,0
1,157,2,0,20,1,0,0,0,1,4,1,0,1,21,4
1,157,2,0,20,1,0,1,0,1,4,1,0,1,20,3
0,36,5,4,20,0,0,0,0,1,0,0,0,0,20,5
1,157,0,5,20,0,0,0,9,0,2,0,1,0,20,3
0,135,0,5,20,0,0,0,0,1,2,0,0,0,20,5
1,157,0,5,20,0,0,0,0,1,0,0,0,1,19,1
1,157,5,4,20,1,0,1,0,1,4,1,0,0,5,3
0,71,5,4,20,1,0,0,0,1,4,1,1,0,21,3
1,157,0,5,20,1,0,1,0,0,2,0,0,0,20,0
1,157,0,5,20,1,0,1,0,0,3,0,1,1,20,3
1,157,0,5,20,0,0,0,0,1,0,0,0,0,20,0
1,157,5,4,20,1,0,0,0,0,3,0,1,0,3,1
0,36,3,1,20,1,0,0,0,1,4,1,0,0,21,0
1,157,5,4,20,1,0,1,0,1,0,0,0,1,20,0
0,28,5,4,20,1,0,1,0,0,0,0,0,0,22,0
1,157,0,5,20,1,0,1,0,1,2,0,0,0,4,1
1,157,5,4,20,0,0,0,0,1,4,1,1,0,20,5
0,143,5,4,20,0,0,0,0,1,2,0,1,0,20,1
1,157,0,5,20,1,0,1,0,0,4,1,0,0,20,0
0,24,5,4,20,0,0,0,0,1,2,0,1,0,20,1
0,25,5,4,20,0,0,0,0,1,2,0,1,0,20,1
0,144,0,5,20,1,0,0,0,1,3,0,1,1,20,0
1,157,5,4,20,1,0,0,0,0,4,1,0,0,20,0
0,101,5,4,20,0,0,0,0,1,0,0,0,0,20,3
1,157,0,5,20,0,0,0,0,1,3,0,0,0,20,5
0,112,5,4,20,0,1,0,0,1,0,0,0,1,20,0
0,65,0,5,20,1,0,0,0,1,3,0,0,0,20,0
1,157,0,5,20,1,0,0,0,0,4,1,1,0,6,1
1,157,0,5,20,0,0,0,0,1,0,0,0,0,20,0
0,19,0,5,20,1,0,0,0,1,2,0,0,0,12,1
1,157,5,4,20,0,0,0,0,1,2,0,1,0,20,1
0,156,0,5,20,0,0,0,0,1,2,0,1,0,20,1
0,120,5,4,20,0,0,0,0,1,2,0,1,0,20,1
0,155,5,4,20,0,0,0,0,1,2,0,1,0,20,1
0,105,5,4,20,1,0,0,0,1,4,1,0,1,22,2
1,157,5,4,20,1,0,0,6,1,3,0,1,0,15,2
0,45,4,3,20,1,0,0,0,0,4,1,1,1,20,3
1,157,5,4,20,1,0,0,0,1,0,0,1,0,5,3
0,144,0,5,20,0,0,0,0,1,2,0,1,0,20,1
0,148,5,4,20,0,0,0,0,1,2,0,1,0,20,1
0,24,5,4,20,0,0,0,0,1,2,0,1,0,20,1
1,157,2,0,20,0,0,0,0,1,4,1,0,0,20,3
1,157,5,4,20,1,0,0,0,1,4,1,1,1,20,3
0,82,5,4,20,1,0,0,0,1,0,0,1,1,16,3
1,157,5,4,20,1,0,0,0,0,4,1,1,1,16,1
1,157,0,5,20,0,0,0,0,0,2,0,1,0,20,0
1,157,5,4,20,1,0,0,0,1,4,1,1,0,13,1
1,157,5,4,20,1,0,0,0,0,3,0,1,0,22,1
0,19,5,4,20,0,1,0,0,0,3,0,0,1,23,5
1,157,5,4,20,1,0,0,0,0,2,0,1,1,20,0
1,157,1,2,20,1,0,1,0,0,3,0,1,1,20,3
1,157,1,2,20,1,0,1,0,0,3,0,1,1,20,3
1,157,1,2,20,1,0,1,0,0,3,0,1,1,20,3
1,157,1,2,20,1,0,1,0,0,3,0,1,0,1,1
1,157,1,2,20,1,0,1,0,0,3,0,1,1,20,3
1,157,1,2,20,1,0,1,0,0,3,0,1,1,20,3
1,157,1,2,20,1,0,1,0,0,3,0,1,1,20,3
1,157,1,2,20,1,0,1,0,0,3,0,1,0,4,1
1,157,1,2,20,1,0,1,0,0,3,0,1,1,20,3
1,157,1,2,20,1,0,1,0,0,3,0,1,1,20,3
1,157,1,2,20,1,0,1,0,0,3,0,1,1,20,3
0,132,5,4,20,1,0,1,0,0,0,0,1,0,21,1
1,157,0,5,20,1,0,1,0,0,2,0,0,0,19,1
0,37,5,4,20,1,0,1,0,0,2,0,0,0,22,0
0,71,5,4,20,1,0,0,6,1,3,0,1,1,19,3
1,157,5,4,20,1,0,1,0,0,3,0,1,1,19,3
1,157,5,4,20,1,0,0,0,0,3,0,1,0,22,0
1,157,0,5,20,1,0,0,0,0,4,1,1,0,15,4
0,37,5,4,20,1,0,0,0,0,4,1,1,0,0,4
1,157,5,4,20,1,0,1,0,1,0,0,1,1,19,5
0,37,4,3,20,1,0,0,0,0,4,1,1,0,14,1
0,79,2,0,20,0,0,0,0,0,0,0,0,0,19,0
1,157,5,4,20,0,0,0,0,1,0,0,0,1,19,0
1,157,5,4,20,1,0,0,0,1,3,0,0,0,18,5
1,157,4,3,20,1,0,1,0,1,2,0,0,1,19,3
1,157,5,4,20,1,0,1,0,1,4,1,1,0,23,0
0,80,5,4,20,0,0,0,0,0,0,0,1,1,21,1
1,157,5,4,20,1,0,0,0,1,4,1,1,1,19,3
0,29,5,4,20,1,0,0,0,0,3,0,1,1,19,5
0,40,5,4,20,1,0,0,0,0,3,0,1,1,19,0
1,157,0,5,20,1,0,0,0,0,2,0,0,0,19,0
1,157,0,5,20,1,0,1,0,1,0,0,0,0,19,0
1,157,5,4,20,1,0,1,0,0,0,0,0,0,23,0
0,148,5,4,20,1,0,0,0,1,4,1,1,0,3,1
0,36,5,4,20,1,0,0,0,1,4,1,1,1,19,3
0,36,5,4,20,1,0,0,0,1,3,0,1,1,19,3
0,31,5,4,20,1,0,0,0,1,4,1,1,1,19,3
0,69,5,4,20,1,0,0,0,1,4,1,1,1,19,3
1,157,4,3,20,0,0,0,0,0,0,0,1,0,19,5
1,157,0,5,20,0,0,0,0,1,0,0,0,0,19,0
1,157,5,4,20,1,0,1,0,1,0,0,0,1,19,0
1,157,5,4,20,0,0,0,0,1,4,1,0,0,19,0
0,54,5,4,20,0,0,0,0,0,4,1,1,0,7,3
1,157,5,4,20,1,0,1,0,0,4,1,0,1,22,1
0,36,5,4,20,1,0,1,0,1,2,0,1,0,16,5
0,131,5,4,20,1,0,0,0,0,3,0,0,1,19,0
0,80,2,0,20,0,0,0,0,1,0,0,0,0,19,0
1,157,5,4,20,0,1,0,0,1,0,0,0,1,19,0
1,157,5,4,20,1,0,0,6,1,3,0,1,0,2,1
1,157,2,0,20,1,0,0,0,1,3,0,1,0,19,0
1,157,0,5,20,1,0,1,0,1,2,0,0,0,19,0
1,157,5,4,20,1,0,0,0,1,4,1,0,0,21,0
1,157,5,4,20,1,0,0,6,1,3,0,1,0,19,2
1,157,5,4,20,1,0,0,0,0,4,1,0,1,19,3
0,91,5,4,20,1,0,0,0,0,2,0,0,1,19,3
0,148,0,5,20,0,0,0,0,1,0,0,1,0,19,5
0,80,5,4,20,0,0,0,0,1,0,0,0,0,19,0
1,157,0,5,20,1,0,1,0,0,0,0,0,0,22,0
1,157,5,4,20,0,0,0,0,1,0,0,0,1,19,5
0,16,0,5,20,0,0,0,0,1,0,0,0,0,5,2
1,157,2,0,20,1,0,1,0,1,2,0,0,0,18,1
1,157,0,5,20,0,0,0,0,1,0,0,1,0,19,5
1,157,5,4,20,0,0,0,0,0,4,1,1,0,19,1
1,157,5,4,20,0,0,0,0,0,3,0,1,0,19,5
0,148,5,4,20,0,0,0,0,1,4,1,0,1,18,1
1,157,5,4,20,0,1,0,0,0,0,0,0,1,19,0
1,157,0,5,20,1,0,1,0,0,2,0,0,0,19,0
0,2,0,5,20,1,0,0,0,1,4,1,0,1,19,0
0,27,0,5,20,1,0,0,0,1,4,1,0,1,19,0
0,90,5,4,20,1,0,1,0,0,4,1,0,1,19,3
0,19,5,4,20,1,0,0,0,1,4,1,1,1,19,0
0,78,5,4,20,1,0,0,0,1,0,0,1,0,5,2
1,157,5,4,20,1,0,0,0,1,2,0,1,1,18,3
0,80,5,4,20,0,0,0,0,1,4,1,0,0,18,3
0,156,0,5,20,1,0,1,0,0,0,0,0,0,17,0
0,124,5,4,20,1,0,0,0,1,3,0,1,1,18,5
0,19,0,5,20,0,1,0,0,1,0,0,0,1,19,4
1,157,5,4,20,1,0,1,0,1,3,0,0,1,19,0
1,157,5,4,20,1,0,1,0,1,3,0,0,1,18,5
1,157,5,4,20,1,0,1,0,1,4,1,0,0,3,3
0,19,0,5,20,1,0,0,0,1,4,1,0,1,18,0
0,109,5,4,2,1,0,1,0,0,2,0,1,0,0,1
0,80,3,1,20,1,0,0,0,0,4,1,1,1,3,1
1,157,0,5,20,1,0,1,0,0,4,1,0,0,20,0
1,157,5,4,20,1,0,0,0,1,2,0,0,1,18,0
0,107,5,4,20,1,0,0,0,1,3,0,1,1,18,3
0,37,0,5,20,1,0,0,0,1,4,1,0,1,18,0
1,157,0,5,20,1,0,1,0,1,4,1,0,0,19,0
1,157,4,3,20,1,0,0,0,1,0,0,0,1,18,0
0,66,5,4,20,0,0,0,0,0,0,0,0,1,18,5
1,157,0,5,20,0,0,0,0,1,0,0,0,0,18,0
1,157,0,5,20,1,0,1,0,0,3,0,0,0,11,1
1,157,0,5,20,0,0,0,0,0,2,0,0,0,18,0
0,8,0,5,20,1,0,0,0,1,4,1,0,1,18,0
1,157,5,4,20,0,0,0,0,1,0,0,1,0,18,0
1,157,5,4,20,1,0,0,0,1,0,0,1,1,14,1
1,157,0,5,20,1,0,0,0,1,0,0,0,0,18,0
0,76,5,4,20,1,0,0,0,0,4,1,0,0,17,4
0,122,5,4,20,1,0,1,0,0,4,1,1,1,18,0
1,157,5,4,20,0,0,0,0,1,0,0,0,1,18,5
1,157,5,4,20,1,0,1,0,1,0,0,0,0,3,1
0,132,5,4,20,1,0,0,0,1,4,1,0,0,19,0
1,157,4,3,20,1,0,1,0,0,0,0,1,0,22,0
0,16,0,5,20,1,0,0,0,1,4,1,0,1,18,0
0,152,5,4,20,1,0,0,0,0,3,0,1,0,22,2
1,157,5,4,20,0,1,0,0,1,0,0,0,1,18,0
0,129,0,5,20,1,0,0,0,1,3,0,0,0,13,5
0,77,0,5,20,1,0,0,0,1,4,1,0,1,18,0
1,157,5,4,20,1,0,0,0,1,0,0,1,1,15,2
1,157,5,4,20,0,1,0,0,1,0,0,0,1,16,2
0,7,5,4,20,0,0,0,0,0,0,0,1,0,18,0
1,157,5,4,20,1,0,1,0,1,3,0,0,1,17,3
0,80,0,5,3,0,0,0,0,0,2,0,0,1,18,0
1,157,3,1,20,1,0,0,0,0,3,0,0,0,21,0
0,80,5,4,20,0,0,0,0,0,4,1,0,0,18,5
0,80,5,4,20,1,0,0,0,0,3,0,1,0,19,0
1,157,5,4,20,0,0,0,0,1,0,0,0,0,18,3
0,153,5,4,20,0,0,0,0,1,0,0,0,0,18,0
1,157,5,4,20,1,0,0,0,0,4,1,1,0,20,1
1,157,5,4,20,1,0,0,0,0,4,1,1,0,18,0
1,157,4,3,20,1,0,1,0,0,0,0,0,1,18,5
0,148,5,4,20,1,0,0,0,0,3,0,1,1,18,3
0,64,5,4,20,1,0,0,0,0,3,0,1,1,2,4
0,40,5,4,20,1,0,0,0,0,3,0,1,1,17,0
1,157,5,4,20,1,0,1,0,1,4,1,0,0,18,0
1,157,5,4,20,0,0,0,0,1,0,0,0,0,17,5
1,157,5,4,20,1,0,1,0,1,2,0,0,1,17,5
1,157,5,4,20,1,0,1,0,1,3,0,1,1,17,3
1,157,5,4,20,1,0,1,0,0,3,0,0,1,17,3
0,71,5,4,20,1,0,0,0,1,2,0,0,0,16,5
0,79,5,4,20,0,0,0,0,1,4,1,0,0,17,0
0,36,0,5,20,0,1,0,0,1,0,0,0,1,17,0
0,148,2,0,20,1,0,0,0,0,2,0,0,0,18,0
1,157,0,5,20,1,0,0,0,0,3,0,1,0,14,5
0,54,5,4,20,1,0,0,0,0,3,0,1,1,17,0
1,157,5,4,20,1,0,0,0,1,0,0,0,0,18,0
0,8,0,5,20,1,0,1,0,1,0,0,0,0,18,0
1,157,5,4,20,1,0,1,0,0,4,1,1,1,17,5
1,157,5,4,20,1,0,1,0,0,0,0,1,0,17,0
1,157,5,4,20,0,0,0,0,1,3,0,0,0,17,5
0,156,5,4,20,1,0,1,0,1,3,0,1,0,18,0
1,157,5,4,20,1,0,1,0,1,0,0,0,0,21,0
1,157,0,5,20,1,0,1,0,0,2,0,0,0,18,0
1,157,4,3,20,1,0,0,0,1,4,1,1,1,20,2
0,8,5,4,20,0,0,0,0,1,0,0,0,1,0,1
1,157,0,5,20,0,1,0,0,1,0,0,0,1,16,3
0,146,4,3,20,1,0,0,0,1,4,1,1,0,2,3
0,71,5,4,20,1,0,0,0,1,0,0,1,1,17,3
0,65,5,4,20,1,0,0,0,1,4,1,1,1,17,3
1,157,5,4,20,0,0,0,0,1,0,0,0,0,18,4
0,2,5,4,20,0,0,0,0,1,0,0,0,0,5,0
1,157,2,0,20,1,0,0,0,1,0,0,0,1,17,3
1,157,5,4,20,1,0,1,0,1,3,0,1,0,20,1
1,157,5,4,20,0,0,0,0,1,0,0,0,1,17,0
1,157,5,4,20,0,0,0,0,0,2,0,1,1,17,0
0,106,5,4,20,0,0,0,0,0,2,0,1,1,17,5
0,80,5,4,20,1,0,1,0,1,4,1,1,0,6,1
0,22,5,4,20,1,0,0,0,0,2,0,1,1,17,0
1,157,5,4,20,0,0,0,0,0,0,0,0,0,17,0
1,157,5,4,20,1,0,0,0,0,3,0,1,1,17,5
0,104,3,1,20,0,0,0,0,1,0,0,0,0,4,1
1,157,5,4,20,1,0,0,0,0,3,0,1,1,17,5
1,157,4,3,20,1,0,0,0,1,4,1,1,1,11,3
1,157,5,4,20,1,0,1,0,0,0,0,1,0,14,2
1,157,0,5,20,1,0,1,0,1,2,0,0,0,17,0
1,157,3,1,20,0,0,0,0,1,0,0,0,0,17,3
