productId_type,productId_value,conditionDisplayName,conditionId,country,listingType,buyItNowAvailable,bestOfferEnabled,paymentMethod,expeditedShipping,shippingType,isShippingFree,returnsAccepted,sellingState,endHour,endWeekday
1,157,5,4,20,1,0,0,0,1,3,0,1,0,13,0
1,157,0,5,20,1,0,1,0,0,4,1,0,1,15,2
1,157,5,4,20,1,0,0,0,1,3,0,1,1,0,6
0,36,5,4,20,0,0,0,0,0,4,1,0,0,0,6
1,157,0,5,20,1,0,1,0,1,0,0,0,0,12,1
1,157,4,3,20,0,0,0,0,1,0,0,0,0,9,6
1,157,5,4,20,1,0,1,0,0,0,0,1,0,17,3
1,157,5,4,20,1,0,1,0,0,0,0,1,0,17,3
1,157,2,0,20,1,0,0,0,1,3,0,1,0,4,0
0,24,5,4,20,0,0,0,0,1,3,0,0,0,0,6
0,75,5,4,20,0,0,0,0,1,0,0,0,0,0,2
0,79,2,0,20,1,0,0,0,1,3,0,1,0,0,0
1,157,0,5,20,1,0,1,0,0,3,0,0,0,0,6
1,157,5,4,20,1,0,1,0,0,4,1,1,1,0,2
0,11,5,4,20,1,0,0,0,1,0,0,0,0,2,6
0,66,5,4,20,1,0,1,0,0,4,1,1,0,4,1
1,157,0,5,20,0,0,0,0,1,0,0,0,0,0,6
0,94,5,4,20,1,0,1,0,1,4,1,0,0,21,6
0,134,5,4,20,1,0,1,0,1,4,1,1,1,0,6
1,157,0,5,20,1,0,1,0,0,3,0,0,0,2,6
1,157,5,4,20,0,0,0,0,1,4,1,0,0,0,2
1,157,5,4,20,0,0,0,0,1,0,0,0,1,0,6
1,157,5,4,20,0,0,0,0,1,0,0,0,0,0,0
1,157,2,0,20,0,0,0,0,1,3,0,1,0,0,0
1,157,5,4,20,0,0,0,0,0,4,1,0,0,0,0
1,157,0,5,20,0,0,0,0,0,3,0,0,0,23,3
1,157,5,4,20,1,0,1,0,1,4,1,1,0,4,0
1,157,2,0,20,0,0,0,0,1,3,0,0,0,23,5
0,51,5,4,20,1,0,0,0,1,3,0,1,0,0,0
1,157,0,5,20,0,0,0,0,0,0,0,1,0,3,6
0,69,5,4,20,1,0,0,0,1,4,1,1,1,23,1
0,54,5,4,20,1,0,0,0,1,3,0,1,0,19,2
1,157,5,4,20,1,0,0,0,1,3,0,1,0,16,4
1,157,5,4,20,1,0,0,0,1,2,0,0,1,23,1
0,27,0,5,20,1,0,1,0,1,2,0,0,1,23,1
0,44,5,4,20,1,0,0,0,0,3,0,1,1,23,1
1,157,2,0,20,0,0,0,0,1,3,0,0,0,23,6
0,41,5,4,20,0,0,0,0,0,0,0,0,0,23,3
0,33,5,4,20,1,0,0,0,1,4,1,1,1,23,1
1,157,5,4,20,1,0,0,0,1,3,0,1,0,15,6
1,157,5,4,20,1,0,0,0,1,3,0,1,0,1,5
0,26,1,2,20,0,0,0,0,1,4,1,1,0,23,5
1,157,5,4,20,1,0,1,0,1,0,0,0,1,23,3
1,157,2,0,20,1,0,0,0,1,0,0,0,1,23,5
1,157,5,4,20,0,0,0,0,1,0,0,0,0,23,1
1,157,5,4,20,1,0,0,0,1,3,0,1,0,16,0
0,154,1,2,20,0,0,0,0,1,4,1,1,0,23,5
0,51,5,4,20,1,0,0,0,1,3,0,1,0,23,6
0,54,5,4,20,1,0,0,0,1,3,0,1,1,23,5
0,43,5,4,20,1,0,1,0,1,0,0,0,0,18,6
1,157,5,4,20,1,0,0,0,1,4,1,1,1,1,2
0,24,5,4,20,0,0,0,0,1,4,1,0,0,23,5
0,50,0,5,20,0,0,0,0,1,4,1,0,0,23,6
1,157,3,1,20,1,0,0,0,1,3,0,1,0,4,6
1,157,4,3,20,1,0,0,0,0,0,0,0,0,4,6
0,97,5,4,20,1,0,0,0,0,3,0,0,1,23,3
1,157,5,4,20,1,0,0,0,1,4,1,0,0,16,2
0,8,5,4,20,1,0,0,0,1,3,0,1,1,23,5
1,157,5,4,20,0,0,0,0,1,0,0,0,0,23,5
1,157,5,4,20,0,1,0,0,1,0,0,0,1,14,6
0,45,5,4,20,0,0,0,0,1,4,1,1,0,22,5
1,157,5,4,20,1,0,0,0,0,3,0,1,0,23,0
0,135,5,4,20,0,1,0,0,1,0,0,0,1,17,1
0,37,5,4,20,1,0,0,0,1,3,0,1,0,16,3
0,70,5,4,20,1,0,1,0,1,0,0,1,0,19,1
0,148,5,4,20,1,0,1,0,0,2,0,1,0,5,6
1,157,5,4,20,1,0,0,0,1,3,0,1,0,17,0
1,157,5,4,20,0,0,0,0,0,2,0,0,0,2,6
1,157,5,4,20,0,0,0,0,0,2,0,1,0,22,5
0,90,0,5,20,0,0,0,0,1,0,0,0,0,20,6
1,157,5,4,20,1,0,1,0,0,2,0,0,1,15,3
1,157,5,4,20,1,0,1,0,1,2,0,1,0,18,6
0,37,2,0,20,1,0,0,0,1,3,0,1,1,22,5
0,24,1,2,20,0,0,0,0,1,4,1,0,0,22,5
0,91,5,4,20,1,0,1,0,1,3,0,1,1,22,1
0,67,5,4,20,1,0,1,0,1,4,1,0,0,17,6
1,157,4,3,20,0,0,0,0,0,0,0,0,0,22,5
0,76,5,4,20,1,0,0,0,1,4,1,1,0,23,5
0,36,2,0,20,1,0,1,0,1,3,0,1,1,15,3
0,11,5,4,20,1,0,0,0,1,4,1,1,0,15,0
1,157,0,5,20,1,0,0,0,0,2,0,0,0,20,1
1,157,5,4,20,0,1,0,0,1,0,0,0,1,16,0
0,65,5,4,20,1,0,1,0,1,3,0,1,0,2,0
0,64,5,4,2,1,0,0,0,0,2,0,0,1,22,3
0,37,2,0,20,1,0,0,0,1,3,0,1,1,22,5
1,157,5,4,20,1,0,0,0,1,3,0,1,0,12,0
1,157,0,5,20,1,0,1,0,1,2,0,0,0,22,5
0,78,2,0,20,1,0,0,0,1,4,1,0,0,15,6
1,157,5,4,20,1,0,1,0,1,4,1,1,1,22,1
1,157,5,4,20,1,0,0,0,0,4,1,1,1,22,3
1,157,5,4,20,1,0,1,0,0,0,0,0,1,22,0
0,70,5,4,20,0,0,0,0,1,2,0,0,0,22,6
1,157,5,4,20,1,0,0,0,0,3,0,1,1,21,3
1,157,5,4,20,1,0,0,0,1,4,1,1,0,3,6
1,157,5,4,20,1,0,0,0,1,4,1,1,0,2,3
1,157,5,4,20,1,0,0,0,1,3,0,1,1,21,1
1,157,5,4,20,0,0,0,0,1,0,0,0,0,21,1
0,79,5,4,20,1,0,1,0,1,0,0,0,1,21,5
0,140,5,4,20,1,0,0,0,1,3,0,1,0,7,0
0,94,5,4,20,1,0,1,0,1,4,1,0,1,0,6
0,71,5,4,20,0,0,0,0,0,4,1,0,0,16,6
0,14,0,5,20,0,0,0,0,1,0,0,0,0,21,3
1,157,5,4,20,1,0,0,0,1,4,1,0,0,0,1
0,114,5,4,20,1,0,0,0,1,4,1,1,1,15,1
0,106,0,5,20,1,0,0,0,0,4,1,0,1,21,1
1,157,5,4,20,1,0,0,0,0,4,1,0,0,3,6
1,157,4,3,20,1,0,1,0,1,4,1,1,1,22,0
1,157,2,0,20,0,0,0,0,1,3,0,0,0,21,3
0,14,5,4,20,0,0,0,0,1,4,1,0,0,21,5
1,157,5,4,20,0,1,0,0,0,4,1,0,1,22,2
1,157,4,3,20,1,0,0,0,1,4,1,1,1,21,5
1,157,0,5,20,1,0,1,0,0,4,1,0,1,0,6
1,157,5,4,20,1,0,1,0,1,0,0,0,1,14,6
1,157,5,4,20,0,0,0,0,1,4,1,0,0,21,6
0,80,5,4,20,1,0,1,0,0,3,0,0,0,20,6
0,109,5,4,20,0,0,0,0,1,0,0,0,0,21,6
0,37,2,0,20,1,0,0,0,1,3,0,1,1,21,5
0,29,3,1,20,1,0,1,0,1,4,1,1,1,21,5
0,29,5,4,20,1,0,1,0,1,4,1,1,1,21,5
1,157,5,4,20,1,0,1,0,1,3,0,1,1,21,5
1,157,5,4,20,1,0,1,0,1,3,0,1,1,21,5
0,29,5,4,20,1,0,0,0,1,3,0,1,1,21,5
1,157,5,4,20,1,0,1,0,1,3,0,1,1,21,5
0,29,5,4,20,1,0,0,0,1,3,0,1,1,21,5
0,29,5,4,20,1,0,1,0,1,3,0,1,1,21,5
1,157,5,4,20,1,0,0,0,1,4,1,1,1,21,5
1,157,5,4,20,1,0,1,0,1,3,0,1,1,21,5
1,157,5,4,20,1,0,0,0,1,3,0,1,1,21,5
1,157,3,1,20,1,0,0,0,1,3,0,1,1,21,5
1,157,5,4,20,1,0,0,0,1,3,0,1,1,21,5
0,29,5,4,20,1,0,1,0,1,4,1,1,1,21,5
0,36,2,0,20,1,0,0,0,1,4,1,1,1,21,5
0,29,5,4,20,1,0,1,0,1,4,1,1,1,21,5
1,157,2,0,20,1,0,1,0,1,4,1,1,1,21,5
1,157,5,4,20,1,0,0,0,1,3,0,1,1,21,5
1,157,3,1,20,1,0,0,0,1,3,0,1,1,21,5
1,157,5,4,20,1,0,1,0,1,3,0,1,1,21,5
1,157,5,4,20,1,0,0,0,1,3,0,1,1,21,5
1,157,2,0,20,1,0,1,0,1,4,1,1,1,21,5
1,157,3,1,20,1,0,0,0,1,3,0,1,1,21,5
1,157,5,4,20,1,0,1,0,1,3,0,1,1,21,5
1,157,5,4,20,1,0,0,0,1,3,0,1,1,21,5
0,45,5,4,20,0,0,0,0,1,0,0,0,0,21,5
0,106,0,5,20,0,0,0,0,1,4,1,0,0,23,1
1,157,5,4,20,1,0,0,0,1,3,0,1,1,2,6
0,152,5,4,20,1,0,1,0,0,4,1,0,1,19,6
1,157,5,4,20,0,0,0,0,1,2,0,0,0,21,5
1,157,0,5,20,0,1,0,0,1,0,0,0,1,0,2
1,157,5,4,20,1,0,0,0,1,0,0,0,0,8,2
0,151,5,4,20,0,0,0,0,1,0,0,0,0,20,5
0,71,5,4,20,1,0,0,0,1,0,0,0,1,20,3
0,28,1,2,20,1,0,1,0,1,4,1,0,1,20,5
1,157,5,4,20,1,0,0,0,1,0,0,1,1,20,1
0,7,5,4,20,0,1,0,0,0,3,0,0,1,20,5
0,82,5,4,20,0,0,0,0,0,3,0,0,1,9,6
0,71,5,4,20,1,0,1,0,1,4,1,0,0,3,6
1,157,0,5,20,0,0,0,0,1,2,0,0,1,20,5
0,16,0,5,20,1,0,0,0,0,2,0,0,0,1,6
1,157,5,4,20,1,0,0,0,0,4,1,1,0,15,3
1,157,0,5,2,0,0,0,0,0,2,0,0,0,20,5
1,157,5,4,20,1,0,1,0,1,0,0,0,0,14,2
1,157,5,4,20,0,0,0,0,1,2,0,0,0,20,6
0,8,5,4,20,0,0,0,0,1,0,0,0,0,20,5
1,157,5,4,20,1,0,0,0,0,3,0,1,1,20,1
1,157,5,4,20,1,0,1,0,1,4,1,1,0,12,2
0,109,5,4,20,0,0,0,0,0,0,0,0,0,20,5
1,157,5,4,20,1,0,0,0,1,4,1,1,1,19,0
0,29,5,4,20,1,0,0,0,0,3,0,1,1,19,3
1,157,5,4,20,1,0,0,0,1,4,1,0,0,17,3
0,14,5,4,20,1,0,0,0,1,0,0,0,0,18,1
1,157,3,1,20,0,1,0,0,1,0,0,0,1,19,5
1,157,0,5,20,1,0,1,0,0,2,0,0,0,1,6
1,157,0,5,20,0,0,0,0,1,0,0,0,1,21,5
0,64,5,4,20,0,0,0,0,0,0,0,0,0,19,5
0,91,5,4,20,1,0,0,0,0,2,0,0,0,21,1
1,157,5,4,20,1,0,1,0,1,0,0,0,0,19,5
0,82,3,1,20,1,0,0,0,0,4,1,1,0,2,2
1,157,5,4,20,1,0,1,0,1,3,0,0,0,16,6
1,157,5,4,20,1,0,0,0,1,3,0,1,1,19,5
1,157,0,5,20,1,0,0,0,1,0,0,1,0,19,5
1,157,5,4,20,1,0,1,0,1,3,0,0,1,19,3
1,157,2,0,20,1,0,1,0,1,0,0,0,0,17,1
1,157,5,4,20,1,0,1,0,0,4,1,0,0,3,6
1,157,5,4,20,1,0,0,0,0,4,1,1,1,19,1
1,157,5,4,20,1,0,0,0,1,4,1,0,0,19,5
1,157,5,4,20,0,0,0,0,1,0,0,0,1,19,3
1,157,5,4,20,1,0,0,0,1,0,0,1,1,19,1
0,13,0,5,20,1,0,0,0,0,3,0,0,1,19,5
1,157,5,4,20,0,0,0,0,1,4,1,0,0,19,3
0,24,0,5,20,1,0,1,0,1,3,0,0,0,16,6
1,157,0,5,20,1,0,1,0,1,0,0,0,1,19,5
0,82,0,5,20,1,0,1,0,1,0,0,0,0,19,5
1,157,5,4,20,1,0,0,0,0,3,0,1,1,19,5
0,124,5,4,20,1,0,0,0,1,3,0,1,1,19,3
1,157,5,4,20,0,0,0,0,0,2,0,1,0,19,5
0,66,5,4,20,0,0,0,0,0,0,0,0,0,18,3
1,157,2,0,20,1,0,0,0,0,4,1,0,0,16,6
1,157,5,4,20,1,0,0,0,1,4,1,1,1,3,5
1,157,0,5,20,0,0,0,0,1,0,0,0,0,18,5
1,157,5,4,20,0,0,0,0,0,2,0,1,0,6,5
1,157,0,5,20,1,0,1,0,1,0,0,0,0,1,1
0,107,5,4,20,1,0,0,0,1,4,1,0,0,21,5
0,148,0,5,20,0,0,0,0,0,4,1,1,1,18,5
0,76,5,4,20,0,0,0,0,1,0,0,0,0,18,5
0,29,4,3,20,0,0,0,0,1,4,1,0,1,18,3
1,157,5,4,20,1,0,0,0,1,3,0,1,1,18,5
1,157,0,5,20,0,1,0,0,0,2,0,0,1,18,5
1,157,5,4,20,0,0,0,0,1,0,0,0,0,18,5
1,157,0,5,20,1,0,1,0,1,3,0,1,1,18,5
1,157,0,5,20,0,0,0,0,1,4,1,0,0,18,6
1,157,5,4,20,1,0,0,0,0,3,0,1,1,18,5
0,122,5,4,20,0,0,0,0,1,0,0,0,0,18,5
0,90,2,0,20,1,0,0,0,1,4,1,0,1,17,6
1,157,5,4,20,1,0,0,0,1,3,0,1,1,18,5
0,29,5,4,20,1,0,1,0,1,0,0,0,0,12,2
1,157,5,4,20,0,0,0,0,1,2,0,0,1,0,6
0,76,5,4,20,1,0,0,0,1,0,0,0,1,18,1
0,148,5,4,20,1,0,1,0,1,0,0,0,1,18,1
0,70,5,4,20,0,0,0,0,1,0,0,1,0,18,5
0,132,1,2,20,0,0,0,0,1,2,0,0,1,2,5
0,33,5,4,20,0,0,0,0,0,3,0,0,0,18,1
0,90,5,4,20,0,0,0,0,1,0,0,1,1,18,5
1,157,0,5,20,1,0,0,0,0,3,0,1,0,18,5
0,71,5,4,20,1,0,1,0,1,3,0,1,1,17,1
1,157,5,4,20,1,0,1,0,1,4,1,0,1,17,5
0,23,5,4,20,0,0,0,0,1,2,0,0,0,17,5
1,157,4,3,20,0,0,0,0,1,0,0,0,1,17,3
0,35,5,4,20,0,0,0,5,1,2,0,0,0,17,5
1,157,5,4,20,1,0,1,0,1,0,0,0,1,17,3
0,156,5,4,20,0,0,0,0,1,0,0,0,0,17,1
1,157,5,4,20,0,0,0,0,0,2,0,0,0,17,3
0,148,5,4,20,0,0,0,0,0,2,0,0,0,17,1
0,30,5,4,20,0,0,0,0,1,4,1,0,0,17,3
1,157,5,4,20,1,0,0,0,0,3,0,1,0,0,4
0,69,5,4,20,1,0,1,0,0,4,1,1,1,20,1
1,157,5,4,20,0,0,0,0,0,2,0,0,0,17,5
1,157,5,4,20,1,0,0,0,0,4,1,1,1,17,3
1,157,0,5,20,1,0,1,0,1,4,1,0,0,17,5
0,37,2,0,20,1,0,0,0,1,3,0,1,1,17,5
1,157,5,4,20,1,0,0,0,0,3,0,1,0,19,2
0,19,5,4,20,0,0,0,0,1,3,0,1,0,17,5
0,34,5,4,20,1,0,1,0,1,4,1,1,0,3,2
0,37,5,4,20,1,0,1,0,1,2,0,0,0,17,0
0,8,5,4,20,1,0,1,0,1,2,0,0,0,7,6
1,157,1,2,20,0,0,0,0,1,0,0,0,1,16,5
1,157,5,4,20,1,0,1,0,1,3,0,0,1,17,5
1,157,5,4,20,0,0,0,0,1,2,0,0,0,17,3
0,140,5,4,20,0,0,0,0,1,2,0,0,0,17,5
0,99,5,4,20,1,0,1,0,1,4,1,1,0,14,6
1,157,5,4,20,0,0,0,0,0,2,0,1,0,17,5
0,26,5,4,20,0,0,0,0,0,3,0,0,0,17,3
0,114,5,4,20,1,0,1,0,0,4,1,1,0,17,5
0,39,5,4,20,0,1,0,0,0,2,0,0,1,16,3
1,157,0,5,20,0,0,0,0,1,0,0,0,0,16,3
1,157,5,4,20,1,0,0,0,0,3,0,1,1,16,5
0,85,5,4,20,1,0,1,0,1,0,0,0,0,23,5
0,49,4,3,20,0,0,0,0,0,0,0,1,0,16,1
1,157,5,4,20,0,0,0,0,1,0,0,0,1,16,6
0,49,0,5,20,1,0,1,0,0,3,0,1,1,16,1
1,157,5,4,20,0,0,0,0,1,4,1,0,0,16,3
1,157,5,4,20,1,0,0,0,0,3,0,1,0,16,2
0,137,5,4,20,0,0,0,0,1,3,0,0,0,16,5
0,78,2,0,20,0,0,0,0,0,2,0,1,0,16,5
0,50,5,4,20,1,0,1,0,1,4,1,1,0,19,5
0,46,5,4,20,1,0,0,0,1,3,0,1,0,16,5
1,157,0,5,20,0,0,0,0,1,0,0,1,0,16,5
0,24,5,4,20,1,0,1,0,1,3,0,0,1,16,5
0,52,5,4,20,1,0,1,0,1,3,0,1,1,16,1
1,157,5,4,20,1,0,0,0,0,0,0,0,0,13,3
0,24,0,5,14,0,1,0,0,0,2,0,0,1,6,0
0,134,5,4,20,0,0,0,0,1,0,0,0,0,16,3
0,8,5,4,20,1,0,1,0,1,2,0,0,0,16,5
1,157,5,4,20,0,0,0,0,1,2,0,0,1,18,5
1,157,5,4,20,0,0,0,0,1,0,0,0,1,1,6
1,157,5,4,20,1,0,1,0,1,0,0,0,0,22,6
0,79,5,4,20,1,0,0,0,1,4,1,1,0,20,5
0,132,5,4,20,0,0,0,0,0,2,0,0,0,15,3
0,24,0,5,20,1,0,0,0,1,4,1,0,1,15,1
0,33,5,4,20,1,0,1,0,1,3,0,1,0,19,5
1,157,4,3,20,1,0,1,0,1,2,0,0,0,3,1
0,80,2,0,20,1,0,0,0,1,0,0,0,0,15,6
0,80,5,4,20,0,0,0,0,1,0,0,0,1,15,5
0,88,5,4,20,1,0,1,0,1,0,0,0,0,16,5
1,157,5,4,20,1,0,1,0,1,0,0,0,0,16,5
1,157,0,5,20,1,0,1,0,1,3,0,0,0,16,5
1,157,3,1,20,1,0,0,0,1,3,0,0,0,14,5
1,157,5,4,20,1,0,0,0,1,3,0,0,1,3,0
1,157,5,4,20,1,0,0,0,0,4,1,1,1,15,1
0,80,3,1,20,1,0,0,0,0,0,0,1,1,15,3
1,157,5,4,20,1,0,0,0,0,3,0,1,1,15,3
0,29,5,4,20,1,0,0,0,0,3,0,1,1,15,3
0,79,5,4,20,1,0,1,0,1,3,0,1,0,16,6
1,157,5,4,20,1,0,0,0,0,3,0,1,1,15,3
1,157,0,5,20,1,0,1,0,0,2,0,0,1,15,1
0,66,5,4,20,1,0,1,0,1,0,0,0,1,22,4
0,64,5,4,20,1,0,1,0,1,4,1,0,0,19,5
1,157,5,4,20,0,0,0,0,1,0,0,1,0,15,5
0,69,5,4,20,0,0,0,0,0,2,0,0,1,14,5
0,11,5,4,20,0,0,0,0,1,0,0,0,0,14,5
0,37,5,4,20,0,0,0,0,1,3,0,1,0,14,6
0,140,5,4,20,0,0,0,0,1,2,0,0,0,14,1
0,120,5,4,20,0,0,0,0,1,0,0,0,1,14,5
0,78,5,4,20,0,0,0,0,0,2,0,0,0,14,5
0,14,5,4,20,0,0,0,0,1,2,0,0,0,21,6
0,82,2,0,20,1,0,1,0,0,0,0,1,0,3,2
0,36,5,4,20,0,1,0,0,0,4,1,0,1,2,5
1,157,5,4,20,1,0,1,0,1,3,0,1,0,20,5
1,157,1,2,20,1,0,1,0,1,3,0,0,1,14,1
1,157,1,2,20,1,0,1,0,1,3,0,0,1,14,1
0,31,5,4,20,1,0,1,0,1,3,0,1,0,21,5
0,124,5,4,20,1,0,1,0,1,3,0,1,0,21,5
1,157,0,5,20,1,0,0,0,1,0,0,0,1,14,5
1,157,5,4,20,1,0,1,0,0,3,0,0,0,16,0
1,157,5,4,20,0,0,0,0,1,0,0,0,0,14,6
0,106,4,3,20,1,0,1,0,1,4,1,1,1,14,1
0,79,5,4,20,1,0,0,0,1,0,0,1,0,20,5
0,117,5,4,20,1,0,0,0,1,0,0,1,1,21,5
1,157,4,3,20,1,0,0,0,1,3,0,1,1,16,5
0,107,5,4,20,1,0,0,0,1,4,1,1,1,22,5
1,157,0,5,20,1,0,1,0,0,4,1,0,0,14,5
1,157,0,5,20,0,0,0,0,1,0,0,0,0,13,5
0,76,5,4,20,1,0,0,0,0,3,0,1,1,13,1
1,157,5,4,20,0,0,0,0,1,4,1,0,0,13,1
0,64,5,4,20,1,0,0,0,1,0,0,1,1,18,0
1,157,5,4,20,1,0,0,0,1,3,0,0,0,3,4
1,157,5,4,20,1,0,0,0,1,4,1,1,1,12,1
1,157,5,4,20,1,0,0,0,1,3,0,1,1,16,0
0,37,3,1,20,1,0,0,0,1,4,1,0,1,13,3
1,157,5,4,20,0,1,0,0,1,0,0,0,1,12,5
0,148,0,5,20,0,0,0,0,1,0,0,0,0,22,0
0,69,5,4,20,0,1,0,0,1,4,1,0,1,2,2
0,148,5,4,2,0,0,0,0,0,2,0,1,0,12,1
1,157,5,4,20,0,0,0,0,1,0,0,0,0,12,3
1,157,4,3,20,0,0,0,0,1,4,1,1,0,0,1
0,52,5,4,20,0,0,0,0,0,0,0,0,1,12,5
0,40,5,4,20,1,0,0,0,1,4,1,1,0,11,1
1,157,5,4,20,0,0,0,0,1,0,0,0,1,23,4
0,109,5,4,20,0,0,0,0,0,2,0,0,0,11,5
0,120,5,4,20,1,0,1,0,0,3,0,0,0,21,5
1,157,5,4,20,1,0,1,0,1,0,0,0,0,14,6
0,156,0,5,20,1,0,1,0,1,3,0,0,0,20,5
1,157,5,4,20,0,0,0,0,0,2,0,0,1,21,4
0,71,5,4,20,1,0,1,0,1,0,0,0,0,1,0
1,157,3,1,20,1,0,1,0,0,0,0,0,0,9,5
1,157,5,4,20,0,0,0,0,1,0,0,0,0,9,5
1,157,5,4,20,1,0,1,0,1,3,0,1,1,0,6
1,157,5,4,20,1,0,1,0,1,4,1,0,0,8,5
1,157,5,4,20,1,0,1,0,0,3,0,0,0,16,5
1,157,5,4,20,0,0,0,0,1,2,0,0,1,15,5
0,65,5,4,20,1,0,0,0,1,3,0,1,0,7,2
1,157,5,4,20,1,0,0,0,1,3,0,0,1,7,5
1,157,5,4,10,1,0,1,0,0,4,1,1,1,10,2
1,157,5,4,20,0,1,0,0,1,0,0,0,1,7,3
1,157,2,0,20,1,0,0,0,0,4,1,0,0,6,6
0,120,0,5,2,0,0,0,0,0,2,0,1,0,6,5
1,157,5,4,20,0,0,0,0,1,0,0,0,0,6,5
1,157,5,4,20,1,0,0,0,1,3,0,1,1,6,5
0,79,2,0,20,1,0,1,0,0,4,1,0,1,6,5
1,157,2,0,20,1,0,0,0,1,4,1,0,0,6,5
1,157,0,5,20,1,0,1,0,0,3,0,0,0,23,5
1,157,5,4,20,1,0,0,0,0,3,0,1,1,6,1
0,129,5,4,20,1,0,1,0,0,2,0,0,0,15,5
0,37,4,3,20,1,0,0,0,0,2,0,1,1,6,5
0,68,5,4,20,0,0,0,0,0,3,0,0,1,6,5
0,155,5,4,20,1,0,0,0,1,4,1,1,0,15,0
1,157,5,4,20,1,0,0,0,0,3,0,1,1,6,1
0,24,5,4,19,0,1,0,0,1,2,0,1,1,6,5
1,157,5,4,20,1,0,1,0,1,4,1,0,0,6,5
0,148,5,4,20,0,0,0,0,1,2,0,0,0,1,6
1,157,0,5,20,0,0,0,0,0,0,0,0,0,10,5
1,157,5,4,20,1,0,0,0,1,3,0,1,1,5,1
1,157,5,4,20,0,0,0,0,1,2,0,0,1,7,5
0,76,5,4,20,0,1,0,0,1,0,0,0,1,3,3
1,157,5,4,20,1,0,0,0,0,3,0,1,0,21,6
0,40,0,5,2,0,0,0,0,0,2,0,1,0,5,5
0,19,5,4,20,1,0,1,0,0,4,1,0,1,20,5
0,146,5,4,20,0,0,0,0,0,2,0,0,1,5,1
0,78,2,0,20,0,0,0,0,1,4,1,1,1,5,5
0,80,5,4,20,1,0,1,0,1,2,0,0,0,21,6
0,90,3,1,20,0,1,0,0,1,4,1,0,1,5,1
0,125,5,4,20,1,0,0,0,1,3,0,0,0,20,1
0,24,5,4,20,0,0,0,0,0,2,0,0,0,5,5
1,157,5,4,20,0,0,0,0,0,4,1,0,0,5,5
0,75,5,4,20,0,0,0,0,1,0,0,0,1,15,1
0,144,5,4,20,1,0,1,0,1,3,0,1,1,3,6
0,75,5,4,20,0,0,0,0,1,0,0,0,1,15,1
0,82,5,4,20,1,0,0,0,1,3,0,0,0,17,1
1,157,5,4,20,1,0,0,0,1,3,0,1,0,20,3
0,82,3,1,20,1,0,1,0,1,3,0,1,1,5,5
0,40,5,4,20,1,0,1,0,1,3,0,1,1,5,5
1,157,5,4,20,1,0,1,0,1,3,0,1,1,5,5
0,82,5,4,20,0,0,0,0,1,4,1,1,0,4,6
0,82,5,4,20,0,0,0,0,1,4,1,1,0,4,6
0,82,5,4,20,0,0,0,0,1,4,1,1,0,4,6
0,82,5,4,20,0,0,0,0,1,4,1,1,0,4,6
1,157,5,4,20,1,0,1,0,1,2,0,0,0,22,0
1,157,5,4,20,1,0,0,0,0,4,1,1,0,15,1
1,157,5,4,20,0,0,0,0,0,4,1,1,1,4,6
0,152,5,4,20,0,0,0,0,0,4,1,1,1,4,6
0,37,5,4,20,0,0,0,0,0,4,1,1,1,4,6
1,157,5,4,20,0,0,0,0,0,4,1,1,1,4,6
1,157,2,0,20,1,0,0,0,0,4,1,0,0,0,6
1,157,0,5,20,0,0,0,0,1,2,0,0,0,4,1
0,67,5,4,20,0,0,0,0,1,4,1,1,1,4,6
1,157,5,4,20,0,0,0,0,0,4,1,1,1,4,6
1,157,5,4,20,1,0,0,0,1,3,0,1,0,12,2
1,157,0,5,20,0,0,0,0,0,3,0,0,0,18,6
1,157,5,4,20,0,0,0,0,0,4,1,1,0,4,6
1,157,3,1,20,1,0,0,0,1,3,0,0,1,4,5
0,40,5,4,20,1,0,0,0,0,3,0,1,1,4,5
1,157,5,4,20,1,0,1,0,1,2,0,0,1,20,5
1,157,5,4,20,1,0,0,0,1,3,0,1,1,4,5
1,157,5,4,20,1,0,1,0,1,2,0,0,1,4,5
0,80,5,4,20,0,0,0,0,1,3,0,0,0,4,5
0,137,5,4,20,0,0,0,0,0,4,1,0,0,4,5
0,36,5,4,20,0,1,0,0,0,2,0,0,1,4,5
0,106,5,4,20,1,0,0,0,1,0,0,0,1,3,1
1,157,5,4,20,1,0,0,0,1,3,0,1,1,3,5
0,90,5,4,20,1,0,0,0,1,3,0,1,0,0,1
0,37,5,4,20,1,0,0,0,1,3,0,0,1,3,3
0,53,5,4,20,1,0,0,0,1,3,0,1,1,3,5
1,157,5,4,20,1,0,0,0,1,3,0,1,0,3,1
0,31,5,4,20,1,0,1,0,1,3,0,1,1,14,5
0,99,5,4,20,0,0,0,0,0,3,0,1,0,3,6
0,37,5,4,20,1,0,0,0,1,3,0,1,1,3,5
0,45,5,4,20,0,0,0,0,1,0,0,0,0,15,4
0,104,5,4,20,1,0,0,0,1,3,0,1,1,3,1
0,66,5,4,20,0,0,0,0,0,2,0,1,1,3,5
0,78,5,4,20,1,0,0,0,0,3,0,1,0,21,4
1,157,5,4,20,1,0,1,0,1,0,0,0,0,3,5
0,62,5,4,20,0,0,0,0,1,0,0,0,0,3,5
1,157,2,0,20,0,0,0,0,1,2,0,0,0,3,5
0,120,0,5,20,0,0,0,0,1,0,0,0,1,11,5
1,157,5,4,20,0,0,0,0,1,2,0,0,1,3,6
